AHP,FA,METHOD
0.056908026,0.12478513362183269,0.05637787749458267
0.169849756,0.14018583049288164,0.18903464153674604
0.437509236,0.1299186992455157,0.4512645741886936
0.0299485,0.11851783913799337,0.028179361716827545
0.084526734,0.1165203474671283,0.07819306046961357
0.136570346,0.09787709187238777,0.10612307333952592
0.04826704,0.12874826251074953,0.04933605221863102
0.03643296,0.14344679565151167,0.041491359035379614
