publishedtime,p_views,p_appreciations,p_comments,createdtime,followers,u_views,u_appreciations,V
0.003976800100274616,0.0005438622956546594,0.0006440745144669045,0.0,0.002684254927525117,0.0003272884154777667,0.0003431995364455576,0.00033917167916478976,0.0011672637830333937
0.011104274205494593,0.004672451985295869,0.003616726119698771,0.004143646408839779,0.011423422041567604,0.0007735908002201758,0.001135771068670858,0.00048225973131243543,0.004961330185610246
0.0009058899941886302,0.0003771307889576105,0.0005449861276258422,0.0,0.0024925224327018943,0.00016364420773888334,0.00010656423962693114,0.00013778849466069583,0.0006414628901237133
0.009765380188926491,0.0008932045001627617,0.0011890606420927466,0.0055248618784530384,0.00658792852212593,0.0008926047694848183,0.0012344997024428676,0.001584567688598002,0.003616699571511487
0.006369717066055903,0.0014688251780454304,0.0009413396749900912,0.0013812154696132596,0.00504639926374722,0.0007587140540620956,0.001070343759782264,0.0006306473409470309,0.0023127175888842744
0.012950238721954443,0.01429524180038269,0.011692429647245343,0.0027624309392265192,0.008800521512385919,0.0024695398622413306,0.0021912271773287715,0.0020933252073451866,0.007457515531848774
0.00285440809489625,0.0003017046311660884,0.00039635354736424893,0.0,0.010909578955441368,0.002335649146818608,0.0010237219049454818,0.001552770343676303,0.0025528579417784057
3.418452808258982e-05,0.00032949321561559654,0.0005449861276258422,0.004143646408839779,0.0033744919088887185,0.0015025513619661107,0.001191795650533546,0.0015262725562415539,0.0016095766993783787
0.009731195660843902,0.000365221395622107,0.00024772096710265555,0.0,0.006549582023161285,8.926047694848183e-05,0.0002922680983885685,0.00024377964439969264,0.0023440054601536284
0.005053612734876195,0.0003731609911791093,0.00019817677368212446,0.0,0.004766469821305315,0.0002677814308454455,0.00045172267753621913,0.00018018495455629456,0.0015085385953137894
0.003173463690333755,0.0009170232868337686,0.0011395164486722156,0.0,0.0021627425416059515,0.00044630238474240914,0.00023075859242743544,0.0002914756617822412,0.0010978790132107525
0.012078533255848402,0.005156767314273011,0.0014367816091954023,0.0,0.008727663164353094,0.0015769350927565123,0.0026860456870670584,0.0009433212326770715,0.004233793576465687
0.012608393441128546,0.024493652293352177,0.022393975426080064,0.024861878453038673,0.009571286141575274,0.007750784748359839,0.0097106663360041,0.006677442433556798,0.015110780265079999
0.0018516619378069485,0.0006748656223451977,0.0008917954815695601,0.0027624309392265192,0.0012462612163509472,0.0007140838155878546,0.0030844862447898117,0.0037838840456821854,0.0018620693603852404
0.0070021308355838145,0.0029574993449833667,0.003071739992072929,0.0027624309392265192,0.008608789017562696,0.008048319671521444,0.007618167792447338,0.006857627388113093,0.005783200278141476
0.00718444831869096,0.00021833887781756397,0.00024772096710265555,0.0,0.004862336068716926,0.0002826581770035258,0.0009939466026967804,0.0009751185775987705,0.0019431562601028435
0.010016066728198818,0.0006113488578891791,0.0005945303210463733,0.0,0.0068065035662244035,0.00013389071542272275,0.00020803533544816336,0.00016958583958239488,0.0024825664730158273
0.0018858464658895384,0.002699462489380791,0.003517637732857709,0.0055248618784530384,0.01499348109517601,0.06263110132551808,0.06190559583709932,0.06221150533930417,0.024656930492058575
0.011525883385179868,0.0039023112162666434,0.0031708283789139914,0.0013812154696132596,0.009805199785259606,0.03664142578735179,0.06100254226231963,0.04593656429688121,0.020163983148960635
0.0036862316115726023,0.0041206500940842074,0.006490289338089576,0.008287292817679558,0.011615154536390827,0.02918817596215356,0.0206425118444977,0.03102890908609131,0.013564200817002625
0.0025866292915826296,0.0043707473541297805,0.007233452239397542,0.009668508287292817,0.011273870695605492,0.007646647525253277,0.005565239058457929,0.005209465009671692,0.006777348570720134
0.007526293599516859,0.02344959547760637,0.032401902497027346,0.05110497237569061,0.011615154536390827,0.02918817596215356,0.0206425118444977,0.03102890908609131,0.025669611171180426
0.013468704064540388,0.18132051353304063,0.09770114942528736,0.09530386740331492,0.014218881816090191,0.022672161144914386,0.026939988270098036,0.017499138821908372,0.05995168044786431
0.004973848836016819,0.0011552111535438384,0.0012386048355132778,0.0027624309392265192,0.005360840555257305,0.00041654889242624855,0.00017081620763728666,0.00023318052942579293,0.0021734090184140405
0.01101311546394102,0.002842375209406833,0.0016349583828775267,0.0,0.007473732648209218,0.0005801931001651318,0.000796881115445507,0.0003868676965473383,0.003269781154255809
0.0027062751398716943,0.0005240133067621536,0.00029726516052318666,0.0,0.009513766393128308,0.02676326633838647,0.023500549080080285,0.022284639232624075,0.009819864555907677
0.010392096537107305,0.0005676810823256664,0.0003468093539437178,0.0,0.0072014725055602425,0.001115755961856023,0.0015248088993677059,0.001452078751424256,0.002949069214728703
0.011223920053783658,0.0005676810823256664,0.00024772096710265555,0.0,0.008206150778433929,0.0011901396926464244,0.001075045123295217,0.00034977079413868944,0.0030114185162816356
0.008717054661060404,0.0006510468356741907,0.00044589774078478004,0.0055248618784530384,0.005893856890865864,0.0003867954001100879,0.0006339005136631418,0.0005670526511036329,0.0030084115390408128
0.009081689627274696,0.0010877245913093188,0.0003468093539437178,0.0,0.010951760104302478,0.00293071899314182,0.0051299711532170455,0.002114523437292986,0.004062104839870264
0.011070089677412003,0.001655405673634985,0.0003468093539437178,0.0,0.009667152388986886,0.00010413722310656214,0.00026601881877458174,4.239645989559872e-05,0.0031124794330553954
0.009674221447372918,0.0018658049558955467,0.001684502576298058,0.0,0.0066454482705728965,0.0011306327080141032,0.001587493746207077,0.0013937836190678079,0.0031285286004404528
0.010169897104570471,0.0030091067161038816,0.0024772096710265557,0.004143646408839779,0.006871692614464299,0.023460628691292642,0.020126537198951126,0.020254908715122286,0.010600087817856079
0.004928269465240032,0.004041254138514184,0.011741973840665875,0.0013812154696132596,0.0076616304931359765,0.008613636025528497,0.01581891288020808,0.04110336786878296,0.011579813128605582
0.007366765801798106,0.00867003834824654,0.008818866428854539,0.012430939226519336,0.005740470895007285,0.007453249825198233,0.003858644103256047,0.004202549087151223,0.007383055049686298
0.013759272553242403,0.010766091575295154,0.007282996432818074,0.009668508287292817,0.009264514149858119,0.011083175887769827,0.00826891485869856,0.006820530485704444,0.009581943964807766
0.010921956722387447,0.02092877388825813,0.026506143479984146,0.03729281767955801,0.009007592606795,0.06112854996355197,0.05929633908741049,0.05730941466387557,0.033564808705948225
0.007372463223145205,0.0004724059356416384,0.00019817677368212446,0.0,0.00830968632563847,0.0002677814308454455,0.0004673938892460619,0.0001854845120432444,0.0023292251376856835
0.005583472920156337,0.02341386729759986,0.0371086008719778,0.03314917127071823,0.009233836950686402,0.05171156964548714,0.04194086389905232,0.044807758552160896,0.029731300006067305
0.004261671167629531,0.0002659764511595779,0.00014863258026159333,0.0,0.005909195490451722,0.00010413722310656214,4.701363512952844e-05,1.589867246084952e-05,0.0014664393548780227
0.009719800818149705,0.0008812951068272582,0.0004954419342053111,0.0,0.006917708413221873,0.0016364420773888335,0.0031890915829530125,0.0024006995415882773,0.00324017634451258
0.010716849553891909,0.004577176838611841,0.005202140309155767,0.0,0.009168647902446507,0.0015769350927565123,0.0011561436438936536,0.001059911497389968,0.00440901122487441
0.012260850738955548,0.0053870155854260785,0.000842251288149029,0.0,0.008252166577191503,0.0008777280233267379,0.0021692874809349917,0.0009698190201118206,0.004008463788772207
0.009890723458562654,0.03927717922049051,0.038941736028537455,0.04558011049723757,0.008911726359383388,0.01266011098052634,0.01073438824094958,0.01186570921328069,0.02273282167322132
0.008420788751011292,0.0004327079578566268,0.00044589774078478004,0.0,0.005682951146560319,0.0006397000847974531,0.0005551526748211816,0.0007684358356077267,0.0022335635579856837
0.007514898756822662,0.0013656104358044001,0.00039635354736424893,0.0013812154696132596,0.006039573586931513,0.0008330977848524971,0.0012552640579584094,0.00066244468586873,0.0025461005447188767
0.007469319386045875,0.0008495367245992489,0.00039635354736424893,0.0,0.009253010200168724,0.0017554560466534759,0.002962642573745784,0.0011553035321550651,0.003105201276166132
0.0076459394478059235,0.0012425467046708642,0.0007431629013079667,0.0,0.006058746836413835,0.0007140838155878546,0.0008552563790646716,0.00034977079413868944,0.0023239117802125835
0.007212935425426452,0.0011353621646513327,0.0005945303210463733,0.0,0.0065764245724365365,0.0007289605617459349,0.0008920837265828022,0.0005882508810514322,0.0023415812671372356
0.001897241308583735,0.002159569991504633,0.003814902893380896,0.006906077348066298,0.007335685251936498,0.0011752629464883441,0.0017183483639842646,0.0014149818490156072,0.0034790635811350716
0.008717054661060404,0.0007899897579217315,0.000842251288149029,0.0,0.006699133369123399,0.0002975349231616061,0.00045172267753621913,0.00027557698932139166,0.0024138442293122325
0.009731195660843902,0.0008376273312637455,0.00044589774078478004,0.0013812154696132596,0.006818007515913797,0.0007735908002201758,0.0008756289542874672,0.0007737353930946766,0.0028466495822116727
0.006876787565947652,0.0014251574024819176,0.00039635354736424893,0.0,0.00903443515607025,0.0017703327928115563,0.008693996476328047,0.0031585362622221043,0.003981596935848756
0.004933966886587131,0.0028066470294003222,0.0045580657946888625,0.0027624309392265192,0.007140118107216811,0.0026183073238221334,0.0028944728028079676,0.0024695937889186253,0.0038926791115020606
0.012015861621030322,0.00638343482782987,0.004805786761791518,0.0013812154696132596,0.010802208758340363,0.003064609708564543,0.002846675607092947,0.0017435544132064973,0.005585294852156307
0.0038343645665971583,0.0003691911934006082,0.00029726516052318666,0.0013812154696132596,0.006572589922540072,0.0003124116693196864,0.000384336467183895,0.00024907920188664247,0.0018069477340540755
0.0011964584828906438,0.0006550166334526919,0.0010899722552516844,0.0,0.0010353554720454023,0.0006694535771136137,0.0004756212753937294,0.000794933623042476,0.0007516091666617719
0.0020339794209140944,0.0027351906693873014,0.0019322235434007134,0.0055248618784530384,0.0048201549198558175,0.0006992070694297743,0.0006409525589325711,0.0007207398182251782,0.0025107889262762145
0.014152394626192185,0.004009495756286174,0.00039635354736424893,0.0,0.011423422041567604,0.0007735908002201758,0.001135771068670858,0.00048225973131243543,0.004282141997978019
0.01181645187388188,0.023092313677541266,0.03170828378913991,0.04143646408839779,0.009897231382774752,0.014489950757970218,0.009725162206835704,0.008738970295980286,0.019242109490448897
0.0027404596679542837,0.00021436908003906281,0.00014863258026159333,0.0,0.0019710100467827288,0.0002975349231616061,0.0002989283633652517,0.00020668274199104375,0.0007715922802574279
0.0021707175332444538,0.0003731609911791093,0.00039635354736424893,0.0027624309392265192,0.00504639926374722,0.0007587140540620956,0.001070343759782264,0.0006306473409470309,0.001737348578975413
0.0016465547693114097,0.00042476836229962445,0.00019817677368212446,0.0,0.002818467673901373,0.00025290468468736516,0.0006593662326916363,0.00039216725403428814,0.0008447606794910052
0.008375209380234505,0.0006192884534461815,0.0003468093539437178,0.0,0.009935577881739398,0.0003272884154777667,0.0006581908918133982,0.0006889424733034792,0.0028175010726991874
0.007970692464590525,0.0006629562290096943,0.00029726516052318666,0.0,0.005364675205153769,0.00013389071542272275,0.0002973612421942674,0.00017488539706934472,0.0019885260415160883
0.014146697204845087,0.0007502917801367198,0.00024772096710265555,0.0,0.011135823299332772,0.0002826581770035258,0.0009034453550724383,0.00019078406953019423,0.00370244286852099
0.00191433357262503,0.0008296877357067431,0.002080856123662307,0.004143646408839779,0.0073625278012117495,0.0017554560466534759,0.0019855425236370845,0.0032115318370916027,0.00301557329916808
0.0016579496120056063,0.0008336575334852443,0.0010404280618311534,0.004143646408839779,0.006350180228545134,0.0005653163540070516,0.0010817053882719002,0.00066244468586873,0.002171040692877282
0.00987363119452136,0.0009845098490682885,0.0011890606420927466,0.0,0.008643300866630876,0.0014281676311757093,0.0011914038702408,0.0009486207901640213,0.0031907573860408154
0.008927859250903041,0.0009924494446252909,0.0004954419342053111,0.0027624309392265192,0.009578955441368203,0.002097621208289323,0.004595191053618659,0.0019237393677627918,0.0040468954737161
0.008939254093597238,0.0010559662090813093,0.0012386048355132778,0.0027624309392265192,0.007619449344274868,0.0008777280233267379,0.0012415517477122968,0.0017276557407456478,0.0033419176836951324
0.00795929762189633,0.0012981238735698803,0.0010899722552516844,0.0,0.007561929595827901,0.01624540680462369,0.012294457366664433,0.01423991096743422,0.007131832344668816
0.007178750897343862,0.0013100332669053838,0.0008917954815695601,0.0013812154696132596,0.005195950609709334,0.00044630238474240914,0.00047679661627196763,0.000397466811521238,0.002283746591151261
0.006591916498592737,0.001337821851354892,0.0012386048355132778,0.0,0.005962880589002224,0.0006099465924812925,0.0005481006295517525,0.0005352553061819339,0.0022307570721105613
0.013491493749928783,0.0016593754714134862,0.00044589774078478004,0.0,0.009471585244267198,0.0003719186539520076,0.00189425771542725,0.00034977079413868944,0.003665580622729516
0.0015553960277578367,0.0019332915181300664,0.002972651605231867,0.0027624309392265192,0.00431398113352251,0.01077076421845014,0.006315498319066654,0.009740586661013805,0.0047749064106692414
0.006825510773823767,0.002512881993791236,0.002130400317082838,0.0013812154696132596,0.009295191349029834,0.009342596587274432,0.005755252500439774,0.0074140809242428255,0.005463769286140956
0.0022846659601864195,0.0025803685560257562,0.003369005152596116,0.004143646408839779,0.009966255080911113,0.00731935910977551,0.00586926056562888,0.005018680940141498,0.0050498328189489475
0.007970692464590525,0.0027351906693873014,0.003814902893380896,0.0027624309392265192,0.005364675205153769,0.00023802793852928486,0.00026993662170204247,0.00040806592649513765,0.0031333921158519947
0.011087181941453299,0.0028820731871918442,0.001288149028933809,0.0,0.007462228698519825,0.0013091536619110667,0.002016493166764024,0.0010652110548769178,0.0035288181327515628
0.01356556022744106,0.003116291256123413,0.002625842251288149,0.0013812154696132596,0.00918782115192883,0.0016959490620211547,0.001743030522427267,0.0007154402607382283,0.004456115147542074
0.0026208138196652194,0.0031202610539019142,0.004112168053904083,0.004143646408839779,0.00469361147327249,0.02151177494458412,0.015515674933622624,0.014351201674660165,0.008131775798520214
0.004939664307934229,0.0034696032584100164,0.003814902893380896,0.004143646408839779,0.007792008589615768,0.012020410895728886,0.010589429532633535,0.013179999470044251,0.007227547660189685
0.0038685490946797478,0.00348151265174552,0.005598493856520016,0.011049723756906077,0.007665465143032441,0.009655008256594117,0.006448311838307572,0.007546569861416572,0.006840686938298365
0.011702503446939915,0.003509301236195028,0.002526753864447087,0.0,0.010184830125009587,0.002990225977774141,0.001654488176266655,0.0010069159225204695,0.004364542761634817
0.0007976389885937624,0.005065461965367484,0.01025564803804994,0.009668508287292817,0.009356545747373265,0.006620152040345735,0.004060410954020273,0.0065661517263308515,0.00666290416425795
0.014864572294579473,0.0052599820565140416,0.005648038049940547,0.006906077348066298,0.01005061737863333,0.0015471816004403516,0.0005191088878885432,0.0006041495535122817,0.005984345393824808
0.0016807392973939995,0.006530317345634413,0.005945303210463734,0.0,0.006557251322954215,0.01942903048245288,0.017755091086959163,0.01850605474442884,0.00896748856685524
0.006181702161601659,0.006681169661217457,0.01768727705112961,0.0013812154696132596,0.0076616304931359765,0.008613636025528497,0.01581891288020808,0.04110336786878296,0.012903837836239062
0.009155756104786974,0.012000698684409016,0.014070550931430836,0.011049723756906077,0.00616611703351484,0.0023802793852928487,0.0024928980027432456,0.0027822676806486656,0.007822230490377672
0.010802310874098383,0.032195059983644435,0.030618311533888228,0.004143646408839779,0.007274330853593067,0.014073401865543967,0.012646276069550405,0.013731153448687035,0.015761346473198216
0.0023416401736574026,0.035124770744178295,0.05667855727308759,0.06353591160220995,0.007086433008666309,0.022627530906440145,0.01571548288292312,0.02214685073796338,0.028563800917540707
0.011223920053783658,0.07293709458440187,0.06237613951644867,0.03867403314917127,0.008643300866630876,0.03742989333373005,0.025579335313390933,0.02612151885317576,0.03530400719511885
