publishedtime,p_views,p_appreciations,p_comments,createdtime,followers,u_views,u_appreciations,V
0.0039027336227623376,0.0002580368556025756,0.00014863258026159333,0.0013812154696132596,0.0034741928061967943,0.00025290468468736516,0.0003698405963522904,0.0001854845120432444,0.0013230109252371433
0.004592121605761232,0.00034934220450810234,0.00039635354736424893,0.0013812154696132596,0.003098397116343278,0.00014876746158080305,0.00014848473095076066,0.00013778849466069583,0.001362391421386929
0.002239086589409633,0.0003533120022866035,0.00014863258026159333,0.0,0.009440908045095482,0.0035852958240973534,0.0041140848541264844,0.0030472455549961576,0.002897213315487961
0.004307250538406317,0.00040094957562861747,0.0003468093539437178,0.0013812154696132596,0.005878518291280006,0.0003272884154777667,0.0004215555949947717,0.00019608362701714407,0.0017792530619500872
0.0034697296003828666,0.0004406475534136291,0.00044589774078478004,0.0,0.002408160134979676,0.0003719186539520076,0.0005363472207693703,0.00037626858157343863,0.001053229069820231
0.009765380188926491,0.0004446173511921303,0.00019817677368212446,0.0,0.006649282920469361,0.00034216516163584703,0.0009148069835620742,0.0007684358356077267,0.0025252898218798914
0.008039061520755706,0.0005795904756611698,0.00029726516052318666,0.0,0.00998159368049697,0.0008330977848524971,0.0026938812929219796,0.0009062243302684226,0.0030840225865411885
0.006438086122221083,0.0006311978467816849,0.0005449861276258422,0.0,0.007964567834956669,0.0014876746158080305,0.0012850393602071106,0.001118206629746416,0.0025529010314146085
0.0007178750897343862,0.001020238029074799,0.0012386048355132778,0.0027624309392265192,0.0005521895850908813,0.0011008792156979425,0.0009943383829895266,0.0009168234452423223,0.0011641058853739024
0.004973848836016819,0.0010242078268533,0.000842251288149029,0.0,0.005291816857120945,0.00041654889242624855,0.0002472133647227704,0.0002384800869127428,0.0017421926077758414
0.00675144429631149,0.0010797849957523164,0.0003468093539437178,0.0,0.005590919549045172,0.0004909326232166501,0.000267585939945566,0.0001483876096345955,0.001951012132074858
0.0021479278478560605,0.0010877245913093188,0.0008917954815695601,0.0,0.005276478257535087,0.00014876746158080305,0.0001202765498730436,0.00010069159225204695,0.0013329887849477797
0.013782062238630795,0.0011949091313288502,0.0005449861276258422,0.0,0.009962420431014649,0.0004016721462681682,0.00048698290388336546,0.0002914756617822412,0.003559104355123231
0.008990530885721123,0.0021754491826186375,0.0008917954815695601,0.0,0.006572589922540072,0.020202621282673052,0.036212252458519285,0.017631627759082117,0.010812244482048164
0.008415091329664195,0.002294543115973672,0.0022294887039239,0.0027624309392265192,0.008420891172635938,0.0008479745310105773,0.0017943537407770023,0.000794933623042476,0.0036356390287058155
0.009150058683439875,0.002481123611563227,0.0016349583828775267,0.0,0.006250479331237058,0.0007735908002201758,0.0011381217504273344,0.000757836720633827,0.002911987900865061
0.011810754452534782,0.0025962477471397605,0.00044589774078478004,0.0,0.007972237134749597,0.0006099465924812925,0.0014977760591682269,0.00040806592649513765,0.003334829941193467
0.003395663122870589,0.002993227524989877,0.00535077288941736,0.0027624309392265192,0.00896541145793389,0.009208705871851708,0.006737837474646918,0.006364768541826758,0.005644667965419999
0.0027518545106484803,0.0039697977785011634,0.002576298057867618,0.0013812154696132596,0.0019326635478180841,0.04140198455793749,0.05513171457551976,0.06370598055062403,0.01968436111168769
0.004489568021513463,0.004076982318520695,0.0035671819262782403,0.006906077348066298,0.008482245570979369,0.004656421547479135,0.0052091107723517514,0.004647711916055009,0.0053137203831368435
0.011275196845907541,0.0040968313074132,0.0005945303210463733,0.004143646408839779,0.007699976992100621,0.0024546631160832504,0.005532329513867259,0.002543787593735923,0.004880604310994374
0.01151448854248567,0.004644663400846361,0.003963535473642489,0.0027624309392265192,0.008520592069944015,0.002781951531561017,0.002101117709997175,0.0017912504305890458,0.004928547041749401
0.010751034081974498,0.007240911147986122,0.00312128418549346,0.0055248618784530384,0.007930055985888489,0.0011306327080141032,0.001135379288378112,0.0005829513235644823,0.004894189192494052
0.005241627639330439,0.007891957983660313,0.005648038049940547,0.004143646408839779,0.005832502492522432,0.018447165236019577,0.012612191184081497,0.01287262513580116,0.008628269823742993
0.002108045898426372,0.008284967963731928,0.014764169639318273,0.015193370165745856,0.0038576577958432394,0.0028563352623514186,0.0015831841629868702,0.0023371048517448795,0.006641503706817636
0.012175389418749074,0.008372303514858953,0.006886642885453825,0.015193370165745856,0.00932586854820155,0.010993915410821346,0.0058931591634863905,0.007032512785182438,0.00948563098969755
0.003640652240795816,0.010214289684083493,0.011692429647245343,0.006906077348066298,0.007903213436613238,0.018194260551332213,0.016258098588376426,0.014049126897904026,0.010756561091385505
0.015172233047322781,0.011806178593262459,0.00267538644470868,0.004143646408839779,0.011622823836183757,0.009982296672071884,0.028764509093416483,0.013794748138530433,0.011994745010339359
0.003612165134060324,0.024330890584433627,0.0208581054300436,0.019337016574585635,0.007903213436613238,0.018194260551332213,0.016258098588376426,0.014049126897904026,0.015416678076199663
0.012107020362583895,0.026462671991488752,0.029082441537851764,0.024861878453038673,0.008148631029986962,0.02491854981478451,0.03831101948675998,0.02971461882932775,0.02377780846150973
0.004763044246174182,0.03190129494803535,0.05563812921125644,0.07320441988950276,0.005475880052151239,0.03280322527856707,0.021126360506039096,0.02484432549882085,0.031305470799304
0.004985243678711016,0.047185016395264824,0.06064209274673008,0.10773480662983426,0.009095789554413682,0.05958136836311162,0.05266271517063403,0.057118630594345375,0.04907339350592182
0.005720211032486697,0.08681550761804194,0.10780816488307571,0.06906077348066299,0.006154613083825446,0.01911661881313319,0.012395928462485667,0.0165346193592835,0.04181169764984639
0.00944062717214189,0.0005875300712181722,0.00044589774078478004,0.0013812154696132596,0.008037426182989494,0.0002975349231616061,0.0004125446482616121,0.0005405548636688836,0.0028237014130496328
0.009850841509132966,0.0006351676445601861,0.00029726516052318666,0.0013812154696132596,0.010924917555027227,0.00020827444621312428,0.0009026617944869461,0.00034977079413868944,0.0033014410245326116
0.011525883385179868,0.0008574763201562513,0.0004954419342053111,0.0,0.007757496740547588,0.0015918118389145926,0.0017391127194998062,0.0014467791939373061,0.0033031934282000547
0.01034081974498342,0.0009209930846122698,0.0005449861276258422,0.0,0.009318199248408621,0.0023207724006605274,0.0043319146968933,0.002766369008187816,0.003920157236525562
0.009127268998051483,0.0017824392025470222,0.0014863258026159335,0.0027624309392265192,0.006146943784032518,0.0014876746158080305,0.0053062722849527766,0.005405548636688837,0.004250818629115556
0.012255153317608451,0.0018181673825535328,0.0005449861276258422,0.0,0.008252166577191503,0.00010413722310656214,0.00019784904783676552,5.829513235644823e-05,0.0031049157451915705
0.01128089426725464,0.0020563552492636025,0.0027744748315497426,0.0013812154696132596,0.008712324564767237,0.005459765840015472,0.0027267908375126497,0.005050478285063198,0.004973850997362605
0.011958887407559338,0.0024414256337782153,0.00029726516052318666,0.0,0.009168647902446507,0.0002826581770035258,0.0007530017226579472,0.00014308805214764567,0.003333904459041786
0.005355576066272405,0.00030964422672309075,0.00024772096710265555,0.0013812154696132596,0.005809494593143646,0.00014876746158080305,0.00031890915829530127,0.00039216725403428814,0.0018726655747889395
