ID,projectID,projectName,duration,field,views,appreciations,comments,pic,color,ownerID,ownerName,ownerDuration,ownerFollowings,ownerFollowers,ownerViews,ownerAppreciations,ownerComments
307,59697927,GEAR - A Fully Sustainable Automatic and Manual Drill,680,Industrial Design,24,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/a34eee59697927.Y3JvcCwzNDUwLDI3MDAsNzY2LDI3Mg.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",116056427,callumlewisdesigns,687,2,2,24,2,0
308,60413545,Milwaukee drill concept,655,Industrial Design,78,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/36eee460413545.5a4c5775aa946.png,"[{'r': 207, 'g': 176, 'b': 149}]",69596845,drakeschlo166a,941,103,26,1126,98,3
309,60489125,CAD model / hand drill,653,Industrial Design,43,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/6f4d3460489125.Y3JvcCw4MzMsNjUyLDUzLDA.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",5512181,theQ_tong,2027,64,10,701,28,0
310,64423031,Drill,554,Industrial Design,13,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/a6376564423031.Y3JvcCw0MTA2LDMyMTMsMCw0NDY.jpg,"[{'r': 23, 'g': 23, 'b': 23}]",2647073,hasuzart,2359,18,5,558,41,2
311,64423481,"Stinger, the drill",554,Industrial Design,16,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/a3376764423481.Y3JvcCwxMDA5LDc5MCwxOTcsMA.png,"[{'r': 241, 'g': 240, 'b': 241}]",148638775,hallelua53254f,557,6,7,583,29,0
312,64577979,DRILL,550,Industrial Design,47,2,1,https://mir-s3-cdn-cf.behance.net/projects/404/15246664577979.Y3JvcCwxMTIxLDg3NywxNDEsMA.png,"[{'r': 40, 'g': 36, 'b': 34}]",6104587,angimarian,1966,64,463,7942,1636,1
313,66224835,Drill | Product Design,507,Industrial Design,55,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/ddc6d066224835.Y3JvcCwxNDAwLDEwOTUsMCw3MTM.png,"[{'r': 35, 'g': 35, 'b': 42}]",53038947,eduarddavidel,1074,17,14,1007,81,2
314,66280011,Atlas Copco DM Series Drill,506,Computer Animation,20,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/8e8dc266280011.Y3JvcCwxMzg0LDEwODMsMTMzLDA.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",12008343,EvanSisson,1692,15,20,1581,179,2
315,6648925,Ferramentas Forza | Forza Tools,2471,Industrial Design,226,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/6648925.546db0349404a.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",2062711,yuri_pbc,2471,5,7,594,3,0
316,7203611,Neuro Cordless drill,2435,Creative Direction,143,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/7203611.5470a93b98515.jpg,"[{'r': 251, 'g': 251, 'b': 246}]",1235499,ClaudioFioreMassenz,2687,82,56,2032,45,0
317,72637747,Cordless Impact drill,338,Industrial Design,11,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/77001e72637747.5bedd223a25a5.jpg,"[{'r': 214, 'g': 210, 'b': 203}]",12546559,goodlures,1669,0,1,80,4,5
318,73328049,Black Diamond Hammer Drill,320,Industrial Design,30,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/fe505f73328049.Y3JvcCw4MjgsNjQ4LDMyLDA.jpg,"[{'r': 36, 'g': 57, 'b': 74}]",174086651,lervin4bbbb,467,0,1,123,8,0
319,7605433,Burton Powertools,2398,Industrial Design,390,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/7605433.5472d3180566f.jpg,"[{'r': 253, 'g': 254, 'b': 253}]",2260297,hannahma,2430,31,22,708,6,0
320,77029383,Digital Sketchbook 2019,222,Illustration,39,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/6cb04b77029383.5c87c21978d93.jpg,"[{'r': 162, 'g': 162, 'b': 162}]",23426581,Delindbe,1410,134,26,1258,50,3
321,77978519,Hand Drill Assignment,129,Industrial Design,20,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/a71b7c77978519.Y3JvcCw5OTcsNzgwLDExNiww.png,"[{'r': 252, 'g': 246, 'b': 244}]",100493671,hswdesign,752,4,2,554,16,0
322,79299773,Household electric drill,180,Industrial Design,33,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/738e5179299773.5cbf21f590eb0.jpg,"[{'r': 24, 'g': 24, 'b': 24}]",84345983,846015688f32a,834,16,2,35,3,0
323,80049471,Drill Hand Renders,163,Industrial Design,21,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/094bbe80049471.Y3JvcCwzNTQ4LDI3NzUsNTc5LDI4OQ.jpg,"[{'r': 81, 'g': 81, 'b': 81}]",65520501,courtpietr2907,972,19,8,357,13,0
324,81085865,Ducati Hand Drill,139,Branding,11,2,2,https://mir-s3-cdn-cf.behance.net/projects/404/964cec81085865.Y3JvcCw4MzgsNjU2LDkwOSwxNDE.jpg,"[{'r': 250, 'g': 0, 'b': 0}]",10547339,RusheelTickoo,1758,70,5,726,22,0
325,82390099,Electric hand drill,109,Industrial Design,15,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/d9b34f82390099.Y3JvcCwzMDg0LDI0MTIsMTQ0MiwyNTE.jpg,"[{'r': 41, 'g': 44, 'b': 50}]",105671285,1783782177757f,730,262,5,161,11,10
326,83058565,"""Rowenta"" Drill Concept",94,Industrial Design,52,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/7a4a4083058565.Y3JvcCwxNDAwLDEwOTUsMCwxNTI.png,"[{'r': 42, 'g': 42, 'b': 42}]",389452637,_kevinchen,94,5,1,52,2,0
327,83742543,Drill - 3D modeling + rendering,77,Industrial Design,13,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/01ef4c83742543.Y3JvcCwxMzgwLDEwODAsMjA1LDA.jpg,"[{'r': 47, 'g': 48, 'b': 44}]",57841415,jefersonfaveri,1035,4,2,58,15,0
328,84353303,BRAM,62,Graphic Design,15,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/32554c84353303.Y3JvcCwxMzA5LDEwMjQsMzY5LDA.jpg,"[{'r': 255, 'g': 255, 'b': 0}]",3117415,escagedo,2285,241,22,1224,97,20
329,84890993,Drill machine 3D study,49,Product Design,6,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/6eade284890993.Y3JvcCw4ODMsNjkxLDAsMA.jpg,"[{'r': 230, 'g': 230, 'b': 230}]",162993249,andreiveniamin,497,4,3,108,15,0
330,85355777,Electric drill design,38,Industrial Design,55,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/46641a85355777.Y3JvcCwxNzk5LDE0MDcsMCwxOTU.jpg,"[{'r': 75, 'g': 76, 'b': 79}]",34948753,eunchul,1249,0,11,724,58,0
331,86351255,DRİLL,16,Industrial Design,4,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/d44b1e86351255.Y3JvcCwzNjE4LDI4MzAsMTM0LDA.jpg,"[{'r': 252, 'g': 252, 'b': 252}]",53299123,frknzdr,1072,13,3,181,46,0
332,10030561,Metabo Drill Package,2277,Graphic Design,317,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/10030561.547f6e8aebc6b.jpg,"[{'r': 253, 'g': 254, 'b': 253}]",2228813,malmeshillustrates,2436,13,43,4996,84,0
333,10627013,Drill Drawing,2243,Drawing,351,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/10627013.5480411ade687.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",1803117,SMB_Designs,2538,11,5,2462,18,0
334,12043527,Drill design,2169,Industrial Design,75,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/12043527.54823ea3ad202.jpg,"[{'r': 220, 'g': 207, 'b': 199}]",3555785,Abumatar,2222,4,8,586,9,0
335,22587143,Boss - Cordless Driver,1745,Industrial Design,119,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/22587143.54aef64870881.jpg,"[{'r': 42, 'g': 42, 'b': 42}]",6997107,cclaassen,1921,0,0,119,1,0
336,22947425,Practical drill tool: FESTOOL,1733,Industrial Design,160,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/22947425.54bfc48163518.jpg,[],11092829,BernardoOdz,1733,8,6,535,16,0
337,25597153,Drill | Product Design,1641,Industrial Design,55,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/605e2e25597153.5538e96a6bd01.jpg,"[{'r': 255, 'g': 255, 'b': 254}]",4582253,alestebansan,2115,23,19,809,45,1
338,28620365,RENDERING,1531,Industrial Design,51,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/2b97ed28620365.55c9d2d840e19.jpg,"[{'r': 208, 'g': 209, 'b': 210}]",7350991,Tiars,1900,2,5,150,5,0
339,29199337,Drill,1509,Industrial Design,14,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/d532d029199337.55e719f04018a.jpg,"[{'r': 214, 'g': 167, 'b': 165}]",14901181,defconsix,1580,1,0,42,1,0
340,29531211,Copy Sketch,1496,Industrial Design,63,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/5cc48029531211.55f7ca08d1ef9.jpg,"[{'r': 179, 'g': 170, 'b': 151}]",9256707,Phillip2009,1821,7,1,81,2,0
341,33714508,Porter Cable Drill,1353,Industrial Design,41,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/84520033714508.Y3JvcCw0MDQsMzE2LDEyLDI4.png,"[{'r': 44, 'g': 49, 'b': 46}]",11313075,francescoranieri,1724,4,1,104,4,0
342,34784095,DeWALT Jigsaw,1321,Industrial Design,86,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/29c93d34784095.Y3JvcCwxNTk1LDEyNDksMCww.jpg,"[{'r': 11, 'g': 11, 'b': 11}]",27781132,Michael-Doyon,1345,17,17,245,13,0
343,35832343,Ducati Hand Drill,1291,Automotive Design,87,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/1afcf035832343.Y3JvcCw0NjIsMzYyLDc4LDA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",27062173,OjasSagroli,1356,70,12,785,18,1
344,35939631,A Drilling Machine for Ducati.,1288,Branding,52,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/4ae86035939631.Y3JvcCw0MDQsMzE2LDAsMA.jpg,"[{'r': 0, 'g': 0, 'b': 0}]",27189644,Akapoor,1354,9,4,135,1,0
345,41712381,"Simple drill, surface construction",1161,Industrial Design,60,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/98348641712381.Y3JvcCwzMTc4LDI0ODcsMTk2LDA.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",42644955,VA_Designs,1164,5,9,680,18,0
346,44646337,Wood Working,1082,Industrial Design,83,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/b30e1044646337.Y3JvcCw0Njc1LDM2NTksNDA0LDA.jpg,"[{'r': 248, 'g': 250, 'b': 251}]",24252641,kanika_kumar,1397,23,47,5331,260,1
347,45198019,Festool Cordless Drill,1070,Branding,70,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/8ff91d45198019.Y3JvcCw2MjEyLDQ4NjIsMCww.jpg,"[{'r': 207, 'g': 207, 'b': 207}]",26452715,SiviweJali,1364,23,4,728,13,5
348,45215023,Festool Concept Drill,1070,Industrial Design,41,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/13dc4a45215023.Y3JvcCw0NTUyLDM1NjMsNDI3LDA.jpg,"[{'r': 18, 'g': 20, 'b': 29}]",30254287,marcoranieri,1311,4,4,67,2,0
349,45474919,Drill: Kettlebell Alarm Clock,1063,Industrial Design,45,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/d5829645474919.Y3JvcCwxMjY4LDk5Myw2NSww.png,"[{'r': 254, 'g': 254, 'b': 254}]",46863907,isabelgmina,1126,12,3,483,18,0
350,4936239,Pixar inspired cordless drill,2611,Industrial Design,243,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/4936239.5464aeded5103.jpg,"[{'r': 246, 'g': 247, 'b': 246}]",1477755,charlverster,2622,20,25,4507,52,0
351,4959097,Dakine Cordless Drill,2609,Industrial Design,188,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/4959097.5464cc3ca0cca.jpg,"[{'r': 204, 'g': 178, 'b': 180}]",1519197,dfpikld,2611,0,4,734,5,0
352,50014141,DRILL DESIGN,952,Industrial Design,37,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/27c27150014141.Y3JvcCwxMTk1LDkzNSwyMDMsMA.jpg,"[{'r': 114, 'g': 94, 'b': 80}]",9447401,zpz1224339d,1813,73,2,57,2,18
353,51483197,Russian Asteroid Drill,920,Illustration,43,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/b201ec51483197.Y3JvcCwyNTU2LDIwMDAsMCwyNTg.jpeg,"[{'r': 238, 'g': 239, 'b': 244}]",2856053,nathanielgerber,2323,25,13,731,29,1
354,53164895,DIRI l drill,875,Industrial Design,49,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/0b5a9c53164895.Y3JvcCw0MDgzLDMxOTYsNTY0LDEyMA.jpg,"[{'r': 173, 'g': 175, 'b': 175}]",69299413,artcrop,943,28,45,1213,208,54
355,55421611,Fun Drill,807,Industrial Design,17,1,2,https://mir-s3-cdn-cf.behance.net/projects/404/73a46355421611.Y3JvcCwzNTE1LDI3NTEsNjg1LDA.jpg,"[{'r': 104, 'g': 88, 'b': 255}]",52657787,carol_kata27fe,1077,4,1,70,6,0
356,57714365,Photoshop Render of Black + Decker Drill,737,Industrial Design,29,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/ae022f57714365.Y3JvcCw0NDk2LDM1MTksMzIxLDA.png,"[{'r': 212, 'g': 212, 'b': 212}]",103871723,emmahartshf54b,738,4,6,289,8,0
357,58540205,IKEA Drill handle (Reverse engineering),712,Industrial Design,46,1,1,https://mir-s3-cdn-cf.behance.net/projects/404/d8e2b058540205.Y3JvcCwxNDAzLDEwOTgsMCwxMA.jpg,"[{'r': 250, 'g': 250, 'b': 250}]",109353239,jeffying9b58d,715,4,6,366,14,0
358,5930887,Suporte para furadeiras manuais,2530,Drawing,75,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/5930887.5469de3caf499.jpg,"[{'r': 99, 'g': 170, 'b': 228}]",1837277,willians,2530,17,2,206,1,0
359,60691613,DESIGNPROCESS of Mr. Tool „akku drill“ and „saw“,648,Art Direction,15,1,1,https://mir-s3-cdn-cf.behance.net/projects/404/fda72d60691613.5a561c4179ae4.jpg,"[{'r': 231, 'g': 231, 'b': 231}]",7210187,stockenhuber,1909,11,54,7340,483,9
360,62790639,Drill modelling,595,Industrial Design,20,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/913c8662790639.Y3JvcCw0NDk2LDM1MTksMjMzLDA.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",48288621,hoyin888,1113,9,2,264,10,0
361,62981639,Vermeer Directional Drill line,590,Industrial Design,47,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/86d91b62981639.Y3JvcCwxMTYxLDkwOCwxMjAsMA.jpg,"[{'r': 35, 'g': 35, 'b': 23}]",68945491,aubreyjohn6e780,945,5,20,514,36,0
362,63309183,Drill Project Year 1,582,Industrial Design,18,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/fae26163309183.Y3JvcCwxNjAwLDEyNTIsNTIxLDA.jpg,"[{'r': 247, 'g': 248, 'b': 251}]",8505091,TML-Design,1836,1,1,387,7,0
363,63566739,Ergonomic Drill,576,Industrial Design,25,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/33933f63566739.Y3JvcCwxMDk4LDg1OSw1MSww.jpg,"[{'r': 252, 'g': 252, 'b': 252}]",14507195,irmajs,1591,110,15,922,46,2
364,64183999,Hand drill,560,Industrial Design,10,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/579a4564183999.5aca351ae7a5c.jpg,"[{'r': 245, 'g': 245, 'b': 245}]",147904127,man2256306ad7d,560,17,2,69,10,0
365,64653227,Dyson Drill,548,Industrial Design,46,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/5ec9f864653227.Y3JvcCw0MjI5LDMzMTAsNTExLDA.jpg,"[{'r': 239, 'g': 239, 'b': 239}]",146968065,aounjbb8f,563,0,4,219,7,0
366,65362771,Drill Design,529,Industrial Design,44,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/9dbd7b65362771.Y3JvcCwyMTg2LDE3MTEsMjI2LDU1MA.jpg,"[{'r': 50, 'g': 51, 'b': 50}]",7880115,Blakeritch9443,1867,9,3,315,13,0
367,68308691,Future Festool Drill concept (2016),452,Industrial Design,39,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/2ae7a968308691.Y3JvcCw5OTUsNzc4LDQ1OCw5Ng.jpg,"[{'r': 218, 'g': 218, 'b': 218}]",110403283,Adriaan_Oudemans,711,6,6,928,51,0
368,68739025,DRILL Machine,440,Industrial Design,25,1,1,https://a5.behance.net/54e1c59327a738f2fc6d1725d9da6fd503f588c2/img/covers/404-blocked.png,"[{'r': 254, 'g': 254, 'b': 254}]",188991315,tonoyavhi4431,440,1,1,128,6,0
369,70021719,Hand drill Design,405,Industrial Design,12,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/c956a570021719.5b95b5aa771e2.jpg,"[{'r': 255, 'g': 250, 'b': 232}]",12546559,goodlures,1669,0,1,80,4,5
370,71705393,Drill Sharpener,362,Industrial Design,12,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/e98edf71705393.Y3JvcCwxOTE3LDE1MDAsNDcsMA.jpg,"[{'r': 251, 'g': 251, 'b': 250}]",48624985,cuttermasters,1111,0,1,177,3,0
371,71857165,Drill design,358,Industrial Design,20,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/296c2771857165.Y3JvcCwyNDAxLDE4NzgsMCw2MDA.jpg,"[{'r': 178, 'g': 177, 'b': 183}]",74197037,mkrtumyana89f1,905,9,3,196,22,0
372,74317901,PGT Redesign,291,Industrial Design,74,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/66482e74317901.Y3JvcCwxMjAwLDkzOCwwLDE0.png,"[{'r': 173, 'g': 175, 'b': 169}]",154582671,nehasajja,531,4,4,219,2,0
373,74708273,Black & Decker Drill Render Practice,282,Industrial Design,17,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/75bf3874708273.Y3JvcCwxMTM5LDg5MSw4LDA.jpg,"[{'r': 205, 'g': 205, 'b': 205}]",48716453,thepershinator,1110,18,6,638,12,2
374,74957693,Drill Machine Sketch,277,Illustration,11,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/514d0674957693.5c3f37dea0d84.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",284076919,marcelisen2947,287,0,1,154,11,0
375,75518889,BOSCH Cordless Drill Exploded & Assembled Render,264,Industrial Design,26,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/c3a46075518889.Y3JvcCwyNTMwLDE5NzksMCwxNDQ.jpg,"[{'r': 180, 'g': 180, 'b': 180}]",25248909,cansuakin583b,1381,25,5,455,9,0
376,77183377,concept drill machine for household uses.,227,Industrial Design,14,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/87c5af77183377.Y3JvcCw0NDg0LDM1MDcsMjMzLDA.png,"[{'r': 180, 'g': 207, 'b': 216}]",302308581,naddesigns,257,18,5,51,7,0
377,78646637,Drill,195,Industrial Design,9,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/ba19f978646637.Y3JvcCwxMTgzLDkyNiwxNjksMA.jpg,"[{'r': 237, 'g': 204, 'b': 169}]",225538583,galkinvuc501,376,18,4,152,13,7
378,79154381,HAND DRILL Concept,183,Industrial Design,6,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/0b9b5979154381.Y3JvcCwyODEyLDIyMDAsMTY3LDA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",308873325,MaiHanNguyc90e,246,0,0,44,2,0
379,79487245,3D Modeling and Visualization: Drill 2N125L,176,Graphic Design,4,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/50bec379487245.Y3JvcCwzODM1LDMwMDAsMTUxLDA.jpg,"[{'r': 255, 'g': 255, 'b': 254}]",348106249,asmcg-studio,176,0,3,191,18,0
380,79487769,3d Modeling and Visualization: Drill 2K52,175,Graphic Design,7,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/cb61d679487769.Y3JvcCwxMzQyLDEwNTAsNDksMA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",348106249,asmcg-studio,176,0,3,191,18,0
381,80723129,Portfolio - Product Design,148,Industrial Design,43,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/76bb5780723129.Y3JvcCwxMDIyLDgwMCwxNTEsMA.jpg,"[{'r': 154, 'g': 29, 'b': 184}]",40056599,ghaniasohail,1191,2,2,110,8,0
382,81770087,Nerf Drill,123,Industrial Design,12,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/42211181770087.Y3JvcCwzNzkzLDI5NjcsMzcsMA.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",244203609,livdeluca,352,23,24,616,29,0
383,81791721,electric drill,123,Industrial Design,9,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/852c4281791721.Y3JvcCw4MDgsNjMyLDAsMA.png,"[{'r': 201, 'g': 200, 'b': 200}]",126940679,christopherleto,640,0,0,13,2,0
384,83312547,ROCK DRILL,88,Industrial Design,7,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/08632783312547.Y3JvcCwyOTE0LDIyNzksMjUyLDE0.jpg,"[{'r': 116, 'g': 116, 'b': 116}]",147062947,felscruz,563,2,1,15,1,0
385,86144173,Wheelgun Design,20,Industrial Design,7,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/51b96f86144173.Y3JvcCw3NjYsNTk5LDQ2NiwzMg.png,"[{'r': 20, 'g': 35, 'b': 75}]",258247017,Zaaijer,330,3,1,27,2,1
386,86688309,DRILL,8,Industrial Design,4,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/a45e4286688309.Y3JvcCwyMDk5LDE2NDIsMTQ1LDA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",430942931,jasonnpatry,15,3,8,58,15,0
387,8716413,CAD Eaxamples,2348,Industrial Design,103,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/8716413.5478dccc4e7b5.jpg,"[{'r': 253, 'g': 254, 'b': 252}]",1111095,saralinginfelter,2733,1,25,2462,39,0
388,8960461,CAD modeling - Drill (ProE),2336,Engineering,84,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/8960461.547a0d4e1aac4.jpg,"[{'r': 172, 'g': 170, 'b': 175}]",1548209,mjsbluesun,2603,0,7,690,8,0
389,9236807,DeWalt Drill,2322,Digital Art,209,1,0,https://mir-s3-cdn-cf.behance.net/projects/404/9236807.547b72fee9562.jpg,"[{'r': 51, 'g': 44, 'b': 41}]",2606099,Eugenewang,2367,13,40,4755,91,0
390,11671523,Katawa Drill,2187,Industrial Design,65,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/11671523.5481b7d8984cf.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",3905913,SamuelSauceda,2187,10,5,334,2,0
391,15729767,RYOBI Hand drill,2029,Drawing,217,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/15729767.5489fb80af4af.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",2328011,Dumisani_Tshabalala,2417,101,59,2640,116,23
392,21985667,Hand Drill,1774,Industrial Design,46,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/21985667.54891a97cea8f.jpg,"[{'r': 163, 'g': 163, 'b': 163}]",5330575,timz96,2047,3,8,2548,62,0
393,22036249,"""Space Drill"" movie prop.",1772,Industrial Design,50,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/22036249.548b9e508d016.jpg,"[{'r': 16, 'g': 17, 'b': 28}]",10249079,TobyWheeler91,1775,3,3,280,3,0
394,22660179,Drill's Display,1226,Engineering,48,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/22660179.54b3e73628781.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",217231,jesso_damiani,3350,35,34,2778,135,1
395,24393557,Dino Drill,1677,Industrial Design,49,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/1ab32024393557.5509938350f77.jpg,"[{'r': 253, 'g': 254, 'b': 254}]",9549265,ACStudios,1809,37,36,1307,82,7
396,30627523,Drill Sculpture,1457,Industrial Design,18,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/95814130627523.562ba7d32a8bf.jpg,"[{'r': 240, 'g': 212, 'b': 160}]",20047175,LizCaputo,1457,4,13,1077,86,0
397,31254069,Drill Press Bracket - AutoCAD,1434,Engineering,96,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/b236aa31254069.Y3JvcCw1NTksNDM3LDE5LDQ.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",21362509,jwatson21,1443,0,8,1130,37,0
398,34275349,Drill head detector,1336,Industrial Design,46,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/7abb2034275349.Y3JvcCw1MjEsNDA4LDAsMA.jpg,"[{'r': 245, 'g': 245, 'b': 245}]",622360,seanlee_id,2966,3,7,1336,7,0
399,34948845,Stabilized Dip Drill,1317,Industrial Design,36,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/fee4af34948845.Y3JvcCwzMjYxLDI1NTEsMjIsMA.jpg,"[{'r': 238, 'g': 244, 'b': 244}]",19219243,jaehyun_an,1469,4,5,442,10,0
400,35649507,Ryobi Drill animation,1297,Animation,79,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/ec36e035649507.Y3JvcCwyMjczLDE3NzcsMTI2LDI0.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",24294675,wjleonard,1396,8,4,483,7,0
401,36581817,CAD Study - Power Drill,1270,Industrial Design,36,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/e7551c36581817.Y3JvcCwxNjg4LDEzMjAsNDA5LDI3NQ.jpg,"[{'r': 178, 'g': 178, 'b': 178}]",33382143,natesharko,1270,2,1,53,0,0
402,37395337,DUCATI DRILL,1248,Industrial Design,35,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/af210d37395337.Y3JvcCwzNTA4LDI3NDAsMCww.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",31000707,vaibhavdha0f49,1302,6,7,555,18,0
403,37395559,Intrepid : Hand Drill Machine for Ducati,1248,Branding,37,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/a241a037395559.Y3JvcCw0NjIsMzYyLDY4LDA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",27081497,sanjanaachar,1355,18,24,1062,71,0
404,38121515,Portfolio 2014,1230,Industrial Design,90,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/f1643438121515.Y3JvcCwzNTA4LDI3NDAsMCwxMTEx.jpg,"[{'r': 233, 'g': 249, 'b': 244}]",36068119,ElliotKirby,1236,6,2,224,1,0
405,38448845,Hand Tools - Koçtaş,1221,Industrial Design,166,0,0,https://mir-s3-cdn-cf.behance.net/projects/404/b3838138448845.Y3JvcCw0MDUwMCwzMTcwMCwwLDA.jpg,"[{'r': 216, 'g': 169, 'b': 90}]",3050019,SanerOzturkler,2295,15,89,7890,200,14
