ID,projectID,projectName,duration,field,views,appreciations,comments,pic,color,ownerID,ownerName,ownerDuration,ownerFollowings,ownerFollowers,ownerViews,ownerAppreciations,ownerComments
207,28819773,Drill,1523,Industrial Design,91,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/cb552228819773.55d3e6ecc487d.png,"[{'r': 232, 'g': 233, 'b': 233}]",16799191,guilhermemalaquias,1524,12,10,481,33,0
208,29940951,3 ways to use this handdrill,1481,Industrial Design,85,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/53445a29940951.560b8081c1768.jpg,"[{'r': 183, 'g': 183, 'b': 183}]",7454703,yuanyuanw,1893,15,9,712,51,1
209,31399063,SCREW POCKET DRILL,1430,Industrial Design,106,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/f25dba31399063.Y3JvcCwzNDgyLDI3MjUsMjg3LDYwMg.png,"[{'r': 251, 'g': 253, 'b': 253}]",16032271,JU_JIN,1545,77,1,106,4,0
210,32978913,Patch,1372,Industrial Design,66,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/b71be332978913.Y3JvcCwxMzE0LDEwMjgsMzAyLDE2.jpg,"[{'r': 207, 'g': 207, 'b': 207}]",11449859,iremsismanturk,1718,5,6,471,16,0
211,33437435,Project MEGA: Mars Canyoneering,1359,Industrial Design,244,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/92370233437435.Y3JvcCwxNTQ3LDEyMTEsMjg5LDE1OQ.jpg,"[{'r': 214, 'g': 214, 'b': 214}]",4472581,DaynaMailach,2131,159,76,9249,238,24
212,37232113,Hand Drill Render,1252,Illustration,144,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/fce6c637232113.Y3JvcCwxMzA3LDEwMjIsNTIsMA.jpg,"[{'r': 100, 'g': 215, 'b': 225}]",34132231,yuhinalachungpa,1260,26,94,7035,305,4
213,44410813,Vacuum hand drill sketch,1088,Industrial Design,56,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/9a439044410813.5caa09f329755.jpg,"[{'r': 245, 'g': 245, 'b': 239}]",6970757,brkdsgn,1923,379,32,1664,187,8
214,45198355,Festool Cordless Drill,1070,Industrial Design,83,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/17edba45198355.Y3JvcCwzNzA5LDI5MDMsMCww.jpg,"[{'r': 235, 'g': 236, 'b': 237}]",31076739,corlihattingh,1301,7,8,505,27,0
215,46608779,DeWalt Inspired Tape Dispenser,1032,Branding,126,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/93077b46608779.Y3JvcCwxMjYyLDk4NywyODAsNDA.jpg,"[{'r': 13, 'g': 12, 'b': 13}]",31541113,toviaheliebe79,1295,60,45,1394,103,1
216,48627663,Screwdriver,982,Industrial Design,69,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/0fcde148627663.Y3JvcCw4MzAsNjQ5LDAsMTEw.jpg,"[{'r': 58, 'g': 1, 'b': 3}]",64258711,panos2a80,982,13,36,1546,181,7
217,48642369,DEWALT Compact Drill,982,Branding,83,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/0b67f448642369.Y3JvcCwxNTcxLDEyMjksMywzMjU.png,"[{'r': 29, 'g': 29, 'b': 29}]",9518419,snarkrans,1810,33,44,1514,156,7
218,49285851,DRILL copper lamp,968,Industrial Design,82,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/df572a49285851.Y3JvcCwxMjY4LDk5MywwLDA.jpg,"[{'r': 24, 'g': 24, 'b': 24}]",12359067,trazu,1677,68,9,804,43,0
219,51952803,Hand Drill || Model Making,907,Industrial Design,59,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/6798b151952803.Y3JvcCwxMDA3LDc4OCwyMTgsMA.png,"[{'r': 22, 'g': 26, 'b': 29}]",27821200,piaharde518a7,1345,82,34,1650,147,7
220,54043101,Drill by beats,850,Industrial Design,131,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/d3955d54043101.Y3JvcCwxNTAwLDExNzQsMzI5LDEwMw.jpg,"[{'r': 49, 'g': 49, 'b': 52}]",81883721,lupinskak7213,850,19,23,1440,64,0
221,56686821,Nevadito,767,Industrial Design,113,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/bb93ce56686821.5c09b84442045.png,"[{'r': 0, 'g': 23, 'b': 115}]",44487893,nbaz1,1145,26,20,1069,25,0
222,59149261,Powertool,696,Industrial Design,50,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/b439ed59149261.Y3JvcCwxNTM3LDEyMDMsNTMsMA.png,"[{'r': 250, 'g': 250, 'b': 250}]",113927675,onrdastanfbd9,696,8,4,284,19,0
223,64152499,Placing Eaze,561,Industrial Design,104,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/ac4be564152499.Y3JvcCw0MDUsMzE3LDk3MCw0OA.jpg,"[{'r': 12, 'g': 5, 'b': 7}]",2688167,FelixHO,2353,365,20,310,31,11
224,6499501,Quick View Portfolio,2476,Fine Arts,75,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/6499501.546ce24659c63.jpg,"[{'r': 238, 'g': 236, 'b': 231}]",1547705,Dassie,2603,4,13,831,27,0
225,67155059,Drill Karcher,482,Industrial Design,88,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/1ba21767155059.Y3JvcCwxMDM5LDgxMywxODAsMA.jpg,"[{'r': 201, 'g': 201, 'b': 201}]",115891033,tiagosieir5df3,687,1,3,479,33,2
226,75703783,Conceptual drill,256,Industrial Design,102,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/f9d09075703783.Y3JvcCwxMjY0LDk4OCwyMTUsMTU5.jpg,"[{'r': 10, 'g': 10, 'b': 10}]",81514135,karnoguez,853,41,22,880,68,2
227,77277873,Industrial Design for Seed Drill,225,Industrial Design,56,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/d61c9477277873.Y3JvcCw3NDEsNTgwLDQ0Niw1OA.png,"[{'r': 251, 'g': 251, 'b': 251}]",48608465,conraddcruz,1111,22,38,2552,112,0
228,78284953,BOSCH DRILL PHOTOSHOP RENDERING,203,Industrial Design,57,4,0,https://mir-s3-cdn-cf.behance.net/projects/404/2ed36278284953.Y3JvcCwyMjQyLDE3NTMsMTE2LDA.jpg,"[{'r': 210, 'g': 210, 'b': 210}]",150963867,kanisingh17521,547,17,16,416,58,27
229,10629621,Drill - Laser Accessory,2155,Industrial Design,261,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/10629621.5480431d9a77d.jpg,"[{'r': 254, 'g': 253, 'b': 253}]",1555093,gwimberly,2601,4,23,3091,62,0
230,13788159,Vehiculo propulsado a taladro,2099,Industrial Design,110,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/13788159.5484970960637.jpg,"[{'r': 30, 'g': 21, 'b': 16}]",4653369,paulallorens,2107,29,36,2162,78,0
231,15975559,Stud Sensor Hand Drill,2019,Industrial Design,261,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/15975559.548a54e01c694.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",2787047,austingardner,2335,22,36,3825,110,0
232,17070111,Rendering ( Drill ) ,1977,Drawing,55,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/17070111.548be9a090f7a.jpg,"[{'r': 153, 'g': 173, 'b': 41}]",2265203,RigobertoLopezB,2429,161,15,190,12,4
233,17518203,drill,1959,Industrial Design,18,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/17518203.548c93774f53d.jpg,"[{'r': 209, 'g': 211, 'b': 211}]",6185155,chrix661,1959,1,3,181,24,0
234,21422921,Snap-On: The Knife Block,1796,Branding,35,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/21422921.546c12f1b39e8.png,"[{'r': 17, 'g': 16, 'b': 14}]",1657879,janae,2574,20,34,2505,111,0
235,23359953,Product  Design (手枪钻形态分析与设计),1719,Industrial Design,196,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/4e542823359953.54d1b9775a024.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",5668011,leafye,2010,34,27,2628,45,0
236,23894455,Power drill makita,1700,Illustration,208,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/e1a60d23894455.54ea326277f9f.jpg,"[{'r': 170, 'g': 167, 'b': 165}]",5852885,jefferrodrigo,1990,9,5,448,22,8
237,24344893,Snap-on Collaborative Project,1685,Industrial Design,112,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/d15a7024344893.54fe69443eb63.jpg,"[{'r': 251, 'g': 250, 'b': 249}]",1131541,joshbrownportfolio,2726,51,173,10571,360,0
238,25797827,Drilby,1634,Industrial Design,47,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/0e600c25797827.55418dcf1e15d.jpg,"[{'r': 161, 'g': 157, 'b': 152}]",13391219,kjp282801d7,1634,0,1,47,3,0
239,27004231,Advanced Visualisation folio,1593,Industrial Design,85,3,1,https://mir-s3-cdn-cf.behance.net/projects/404/42062d27004231.55785c66b6f57.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",14474307,abde_N,1593,4,1,85,3,0
240,28230885,A Power Drill for Dyson,1546,Industrial Design,249,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/ce48fd28230885.55b5f1f02c7fd.png,"[{'r': 255, 'g': 254, 'b': 255}]",12999457,robertokodiuchida,1650,16,49,2147,105,7
241,34332131,Bosch drill - 3D modeling and rendering,1334,Industrial Design,70,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/5b004034332131.Y3JvcCwzNDIzLDI2NzcsNzg4LDEzNQ.jpg,"[{'r': 251, 'g': 251, 'b': 251}]",18069645,khaconcepts,1487,15,16,890,31,0
242,36849181,Drill Bits,1263,Industrial Design,62,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/1758ef36849181.Y3JvcCwzNDEzLDI2NzAsNDA2LDI0NTA.jpg,"[{'r': 255, 'g': 181, 'b': 46}]",9467575,M_alqatam,1812,3,2,62,3,0
243,40173777,Ryobi cordless drill and accessory BMC,1207,Industrial Design,90,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/23b63d40173777.Y3JvcCwxMjA3LDk0NSwwLDA.jpg,"[{'r': 77, 'g': 76, 'b': 83}]",37643695,CarbineDesign,1217,6,35,1975,56,0
244,45200521,Festool Household Companion,1070,Industrial Design,84,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/c1371b45200521.Y3JvcCw2OTIsNTQyLDQxLDE0Mw.jpg,"[{'r': 134, 'g': 136, 'b': 144}]",29975337,StephanieKleyn,1315,9,9,500,16,0
245,45211605,Festool Household Companion,1070,Industrial Design,81,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/a0729f45211605.Y3JvcCw4NzYsNjg2LDI0Niw1OA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",30923337,Edmar_Maree,1303,9,11,175,7,0
246,45787017,Manu-Hand Drill,1055,Industrial Design,35,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/f4cc0445787017.Y3JvcCw3NTMsNTg5LDAsMTU5.jpg,"[{'r': 238, 'g': 239, 'b': 239}]",32723835,Matthew_Dangle,1279,4,0,165,8,0
247,53674639,Solar Power,861,Industrial Design,41,3,2,https://mir-s3-cdn-cf.behance.net/projects/404/cb43cd53674639.5ae576bce418e.jpg,"[{'r': 210, 'g': 209, 'b': 216}]",67941567,WJRSDesign,954,91,5,335,20,2
248,55203345,Drill Design & Illustration,814,Industrial Design,37,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/987bda55203345.Y3JvcCwxNTAxLDExNzUsMzI5LDI5.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",87690547,chriswerge,814,25,11,575,29,1
249,55634735,Modern Hand Drill Design,800,Industrial Design,79,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/e774d455634735.Y3JvcCw5NTcsNzQ5LDE5MSww.jpg,"[{'r': 87, 'g': 89, 'b': 99}]",1230029,salomeyom,2690,2,7,852,73,0
250,56107325,J-Drill Project,785,Industrial Design,27,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/9e180756107325.Y3JvcCwxMjMwLDk2MywwLDA.jpg,"[{'r': 33, 'g': 96, 'b': 107}]",93147749,dimacostos706f,786,10,8,394,30,3
251,56515325,Jesse Hensley Sketchbook,772,Industrial Design,281,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/949f7756515325.Y3JvcCw4MTAsNjM0LDkyLDA.jpg,"[{'r': 255, 'g': 0, 'b': 0}]",11872659,JesseHensley,1698,4,11,2087,48,0
252,58395743,Breville Electric Screwdriver,717,Product Design,132,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/6a68e958395743.59fa9852121ef.jpg,"[{'r': 251, 'g': 251, 'b': 251}]",108626601,jaydenpanetta,718,1,3,414,5,0
253,58468731,Breville Drill,715,Industrial Design,116,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/d5ec9b58468731.Y3JvcCw0MDM3LDMxNTksNDE4LDA.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",109353239,jeffying9b58d,715,4,6,366,14,0
254,59801781,AEG Compact Drill Driver BS 12 C2 LI-202C,677,Industrial Design,52,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/f0703d59801781.Y3JvcCwxNDAzLDEwOTgsMCwxNzM.png,"[{'r': 35, 'g': 25, 'b': 19}]",11312267,vincentchan46,1724,37,65,1234,112,3
255,59802209,AEG 12 V Compact Drill Driver BS 12G3/ BSB 12G2,677,Industrial Design,36,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/f8192659802209.Y3JvcCw4MDMsNjI5LDIzMiw5OQ.jpg,"[{'r': 43, 'g': 35, 'b': 30}]",11312267,vincentchan46,1724,37,65,1234,112,3
256,61647011,Drill,624,Game Design,17,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/5cda8b61647011.Y3JvcCwxMzg0LDEwODMsMjcwLDA.png,"[{'r': 156, 'g': 148, 'b': 141}]",45705609,lucasoxf5fdb,1135,3,5,150,14,6
257,63734983,Black + Decker | GoPak Orientation Arrows,571,Industrial Design,76,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/3dd9bc63734983.Y3JvcCwxNjgyLDEzMTcsMTUzMywxMTUx.jpg,"[{'r': 14, 'g': 14, 'b': 14}]",52354139,MikeDeGregory,1079,52,7,217,12,1
258,63864469,3D modeling project_drill,568,Industrial Design,23,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/7d905463864469.Y3JvcCwyMzA2LDE4MDUsNTEsMA.jpg,"[{'r': 45, 'g': 45, 'b': 45}]",69412581,angelawang8bf9,942,3,4,623,19,0
259,65392149,Black & Decker hand drill,529,Industrial Design,35,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/4b96e965392149.Y3JvcCwxMDc5LDg0NCw0NSww.png,"[{'r': 255, 'g': 255, 'b': 255}]",94217227,JoshuaLehmann,781,6,5,212,7,0
260,67619411,P&H 320 XPC Drill,470,Computer Animation,22,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/94be7567619411.Y3JvcCwxMzgwLDEwODAsODgsMA.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",12008343,EvanSisson,1692,15,20,1581,179,2
261,69348029,BOSCH DRILL,423,Industrial Design,27,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/4809ef69348029.Y3JvcCwzNjQyLDI4NDksNjQwLDA.jpg,"[{'r': 248, 'g': 248, 'b': 248}]",192824681,eliabaggin5b98,432,12,4,353,18,0
262,69394491,Percussion drill,422,Industrial Design,26,3,1,https://mir-s3-cdn-cf.behance.net/projects/404/af9fff69394491.5b7f69473598a.png,"[{'r': 208, 'g': 206, 'b': 208}]",91802111,18292008964ed6b,793,257,5,27,3,1
263,69880225,Animating Cordless Drill,409,Industrial Design,75,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/2ef80d69880225.Y3JvcCwxMDA3LDc4OCwxOTcsMA.jpg,"[{'r': 29, 'g': 29, 'b': 29}]",66186807,7082kim436f,967,20,3,75,3,6
264,73616515,DRILL FOR WOMEN IN 1 PERCENTILE,313,Industrial Design,4,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/e1cdce73616515.Y3JvcCw1MTEzLDQwMDAsNDQzLDA.jpg,"[{'r': 182, 'g': 183, 'b': 178}]",208124327,oopheim344c,402,0,0,31,12,0
265,75123695,Hammer Drill Redesign on Image,273,Industrial Design,26,3,1,https://mir-s3-cdn-cf.behance.net/projects/404/a4384175123695.Y3JvcCwxMDEwLDc5MCw0MDAsMA.jpg,"[{'r': 45, 'g': 47, 'b': 53}]",95097917,euniceyuenwy,777,4,3,110,8,1
266,75467247,Smart Drill,265,Industrial Design,14,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/f5b52075467247.Y3JvcCwzNTA4LDI3NDMsMCww.jpg,"[{'r': 253, 'g': 254, 'b': 252}]",40056599,ghaniasohail,1191,2,2,110,8,0
267,75739269,DRILL MACHINE EXPLODED VIEW,260,Industrial Design,70,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/60674675739269.Y3JvcCw0MjI2LDMzMDYsMTE1LDA.jpg,"[{'r': 10, 'g': 13, 'b': 183}]",146036669,mkediab7da,567,90,28,1100,91,2
268,76608353,Hand Drill study,241,Industrial Design,15,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/305af576608353.Y3JvcCwyNTQ2LDE5OTIsMjUsMA.jpg,"[{'r': 213, 'g': 213, 'b': 213}]",80759625,agunda206e55,858,14,5,453,54,1
269,78846901,Ergonomic Analysis: Cordless Hand Drill,191,Industrial Design,30,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/942e2978846901.Y3JvcCw1NTYsNDM1LDY5MCwxODg.png,"[{'r': 254, 'g': 154, 'b': 32}]",108241807,tom1999son7fcf,720,19,10,472,48,1
270,79809815,An Electric Drill Longboard by Aufa - SDP II (LS),168,Industrial Design,28,3,1,https://mir-s3-cdn-cf.behance.net/projects/404/680be979809815.Y3JvcCwxNzU3LDEzNzUsMzYxLDA.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",289106707,500454or110,279,28,22,146,17,6
271,84249273,BOSCH electric drill,65,Industrial Design,27,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/48ebe184249273.Y3JvcCw5ODEsNzY4LDI4Niww.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",5499971,fengbobo,2028,799,34,626,62,23
272,9042955,Embrace: Electric drill transformed into bottle cleaner,2333,Industrial Design,148,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/9042955.547a729510fec.jpg,"[{'r': 142, 'g': 154, 'b': 163}]",2787505,Deane,2335,13,15,1700,21,0
273,9339833,Sketching Practice,2316,Drawing,123,3,0,https://mir-s3-cdn-cf.behance.net/projects/404/9339833.547bff38da19e.jpg,"[{'r': 180, 'g': 166, 'b': 143}]",1832829,pdvalverde,2531,56,12,123,3,21
274,11639133,Sandvik D90,2189,Computer Animation,204,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/11639133.5481ac24e7067.jpg,"[{'r': 211, 'g': 228, 'b': 246}]",270598,darylmyers,3246,31,37,12139,62,1
275,12675273,Xu1 Power Drill,1573,Engineering,221,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/efefb112675273.558e5413a3249.jpg,"[{'r': 125, 'g': 130, 'b': 134}]",4278897,micahcarreon,2152,30,18,2950,57,0
276,12800641,Black&Decker Drill,2145,Industrial Design,389,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/12800641.5483270840394.jpg,"[{'r': 254, 'g': 254, 'b': 253}]",2469215,vwthinking,2391,9,15,1683,22,0
277,14299359,Small Hand Drill,2083,Industrial Design,179,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/14299359.54854fadd8311.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",2363319,denizekmekcioglu,2410,30,21,1251,36,0
278,15537277,Drill Rods,2036,Industrial Design,41,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/15537277.5489b5533b301.png,"[{'r': 253, 'g': 254, 'b': 253}]",5431843,carsonunderground,2036,0,2,41,2,0
279,17737401,Shedding Light on Builders Hardware and Drill Bits,1950,Industrial Design,131,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/17737401.548ce588b7736.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",5574683,stanleytools,2020,8,3,852,12,0
280,18430499,Design and Drill- Socket To Me,1920,Industrial Design,63,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/18430499.548deb73a4c36.jpg,"[{'r': 253, 'g': 254, 'b': 252}]",7012311,danielhkim127,1920,0,6,595,35,0
281,22486923,Freelance project - Electric drill and paintbrush,1748,Industrial Design,105,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/22486923.54aacc13608dd.jpg,"[{'r': 248, 'g': 249, 'b': 250}]",1090597,chrisdove,2741,38,40,3283,39,3
282,23482305,Tough Lantern,1715,Engineering,86,2,1,https://mir-s3-cdn-cf.behance.net/projects/404/d0868b23482305.54d754ed1a024.jpg,"[{'r': 108, 'g': 150, 'b': 192}]",10482141,ferguspottinger,1762,20,9,801,14,0
283,25798581,angle grinder design,1634,Industrial Design,231,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/8cf64825798581.5541961d46058.jpg,"[{'r': 245, 'g': 247, 'b': 245}]",5661649,hyohee,2011,12,8,970,31,1
284,26420431,The Armour,1613,Industrial Design,149,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/0b4d8226420431.555d416d789cc.jpg,"[{'r': 183, 'g': 163, 'b': 132}]",10026011,Crimsoniron,1786,2,3,213,5,0
285,30239767,Power Drill and Spray Bottle Concept,1470,Illustration,70,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/1ca86230239767.561a075356214.png,"[{'r': 255, 'g': 255, 'b': 255}]",19106965,yeremiaevian,1470,66,25,1534,63,1
286,32590523,Knex Pillar Drill,1383,Engineering,35,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/ddc09f32590523.Y3JvcCwzMzc0LDI2MzksOTUyLDUwOQ.jpg,"[{'r': 181, 'g': 105, 'b': 38}]",17887405,lumolights,1493,7,1,120,4,0
287,34066534,Technical drawings,1342,Graphic Design,47,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/ed3a3234066534.Y3JvcCw1MTcsNDA0LDEyNSw3Mg.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",322225,marep,3169,75,37,3008,101,22
288,34685545,Ant Hill Drill,1325,Drawing,69,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/a69bda34685545.Y3JvcCwxNTAwLDExNzQsMCw0NDI.png,"[{'r': 174, 'g': 155, 'b': 135}]",28673821,MichelleVullo,1333,10,9,1723,32,5
289,36636201,Ridgid Hand Drill Drawings,1269,Drawing,57,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/61af3236636201.Y3JvcCw2NDcsNTA3LDQ1LDA.jpg,"[{'r': 207, 'g': 214, 'b': 210}]",31076739,corlihattingh,1301,7,8,505,27,0
290,40353341,Orthopedic Saw/Drill Duo,1201,Graphic Design,78,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/8309c640353341.Y3JvcCw5MjAyLDcxOTAsMCw2Mg.jpg,"[{'r': 82, 'g': 173, 'b': 237}]",4093417,chloederraugh,2167,39,14,941,28,2
291,41214095,Hand drill,1176,Industrial Design,44,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/0b3e6041214095.Y3JvcCwxMDI5LDgwNSwyNTYsMA.jpg,"[{'r': 151, 'g': 152, 'b': 152}]",40294517,edpizanif2ed,1188,7,1,100,4,0
292,43833433,screwdriver,1078,Industrial Design,79,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/83a09643833433.Y3JvcCw1NzAsNDQ2LDI5OSwxMjc.jpg,"[{'r': 196, 'g': 196, 'b': 196}]",46127771,moreeva2015d99,1132,1,1,434,23,1
293,45212667,Festool Household Companion,1070,Industrial Design,37,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/28020745212667.Y3JvcCw0NTIxLDM1MzksNDY4LDA.jpg,"[{'r': 210, 'g': 211, 'b': 214}]",31010513,SophiaZisis,1302,22,17,465,21,0
294,45213541,Festool household Drill,1070,Industrial Design,72,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/12ad5b45213541.Y3JvcCw0NDg5LDM1MTQsNDY1LDA.jpg,"[{'r': 248, 'g': 248, 'b': 248}]",30779275,glinisterl945d,1305,11,9,461,20,0
295,45215835,Festool Cordless Drill,1070,Industrial Design,59,2,1,https://mir-s3-cdn-cf.behance.net/projects/404/6c0ff045215835.Y3JvcCwyNDU0LDE5MjAsMCwyNjY.jpg,"[{'r': 220, 'g': 227, 'b': 227}]",30684731,piafindlay7475,1306,0,13,380,13,0
296,48879885,MISTER TOOL AKKU DRILL,976,Industrial Design,21,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/4c8d2948879885.Y3JvcCwxNTAzLDExNzYsMCw0MzQ.png,"[{'r': 45, 'g': 45, 'b': 45}]",7210187,stockenhuber,1909,11,54,7340,483,9
297,4940197,Cordless Drill,2610,Industrial Design,347,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/4940197.5464b3d2e3050.jpg,"[{'r': 237, 'g': 235, 'b': 242}]",1519315,DylanCooper,2611,15,21,1520,22,0
298,4945611,SALOMON DRILL,2610,Industrial Design,129,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/4945611.5464baed85e06.jpg,"[{'r': 254, 'g': 255, 'b': 254}]",1506995,JDNportfolio,2614,26,20,2425,68,0
299,4948485,Ktm Race Ready cordless drill concept,2610,Industrial Design,339,2,1,https://mir-s3-cdn-cf.behance.net/projects/404/4948485.5464be8fc2799.jpg,"[{'r': 235, 'g': 240, 'b': 236}]",1521223,HvanAswegen,2610,0,4,764,7,0
300,4953689,Porsche 912CL,2609,Automotive Design,171,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/4953689.5464c53dc833d.jpg,"[{'r': 4, 'g': 3, 'b': 3}]",1520461,raeesamien,2610,17,26,1513,33,0
301,50519339,Cordless drill,942,Industrial Design,23,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/0bc71f50519339.Y3JvcCwyNjE0LDIwNDYsMTI3OCw1MQ.jpg,"[{'r': 255, 'g': 217, 'b': 0}]",69460861,mrdbarton313f,942,0,1,127,4,0
302,51287631,Lowpoly Electric Drill,925,Industrial Design,106,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/70864751287631.Y3JvcCwxMjk4LDEwMTYsNTgzLDA.jpg,"[{'r': 3, 'g': 6, 'b': 8}]",71605623,luisgerardc7ee,925,0,2,150,6,0
303,52716321,Compact Power Drill,887,Industrial Design,26,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/3a5ba252716321.Y3JvcCwxMjM0LDk2NiwzMzIsMTg.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",3167649,Spiffyj,2278,29,17,1340,77,2
304,55654663,Drill Jig Assembly Drawings,800,Engineering,234,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/fa3fd555654663.Y3JvcCwxMTUzLDkwMiwyLDA.jpg,"[{'r': 251, 'g': 253, 'b': 252}]",90340825,cdwadsworth,800,27,0,295,4,2
305,58586987,3D Battery Powered Drill,711,Industrial Design,35,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/88094058586987.Y3JvcCwxMTU5LDkwNywxMSwxMDA.jpg,"[{'r': 199, 'g': 215, 'b': 255}]",73576277,robertwilkbb1e,909,14,10,1872,29,10
306,5859131,Sony Powerdrill,2535,Industrial Design,136,2,0,https://mir-s3-cdn-cf.behance.net/projects/404/5859131.54697d1613d89.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",1814993,chrisbattydesign,2535,1,14,585,8,0
