ID,projectID,projectName,duration,field,views,appreciations,comments,foucs,pic,colors,ownerID,ownerName,ownerFollowers,ownerViews,ownerAppreciations,ownerComments
294,8440379,JET PACK,2191,Industrial Design,19616,2122,118,437,https://mir-s3-cdn-cf.behance.net/projects/404/8440379.5477598ac3c17.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",1064105,aaronpuglisib094,638,33067,3091,17
295,19208029,B_Stop,1714,Architecture,11348,2120,68,181,https://mir-s3-cdn-cf.behance.net/projects/404/19208029.54b23f6d40b47.jpg,"[{'r': 77, 'g': 72, 'b': 76}]",3991167,keremcankirilmaz,5738,250010,67084,636
296,4611475,ECO DIY GADGET COLLECTION,2472,Industrial Design,31839,2120,61,438,https://mir-s3-cdn-cf.behance.net/projects/404/4611475.5463069a122e3.jpg,"[{'r': 167, 'g': 166, 'b': 163}]",166178,eduardoalessi,1258,141715,6076,82
297,34631415,Wheels & Buckets,1154,Industrial Design,18487,2116,57,647,https://mir-s3-cdn-cf.behance.net/projects/404/bdbbb134631415.Y3JvcCwxNjgwLDEzMTUsMjU2LDMwMw.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",2249275,ScottSchenone,5766,229664,18855,5
298,9157483,horology / watches / sketches / renders / ideation,2155,Industrial Design,23009,2116,81,1197,https://mir-s3-cdn-cf.behance.net/projects/404/187be49157483.Y3JvcCwxMTM5LDg5MSwxNzIsMzQ5.jpg,"[{'r': 3, 'g': 3, 'b': 3}]",276098,adityaraj,5339,124445,9433,180
299,13936533,LYNK Collection,1921,Industrial Design,54656,2111,111,1354,https://mir-s3-cdn-cf.behance.net/projects/404/13936533.5484cce5bfb7d.png,"[{'r': 101, 'g': 20, 'b': 2}]",468669,MNML1,37271,1770249,58066,10
300,28932071,DRIVE. A watch design.,1346,Industrial Design,38401,2111,130,823,https://mir-s3-cdn-cf.behance.net/projects/404/82478328932071.Y3JvcCw4MTAsNjM0LDAsMA.jpg,"[{'r': 22, 'g': 22, 'b': 22}]",2725019,Petrikas,2173,81985,5568,205
301,71805671,​Exhibition booths,187,Interior Design,14706,2104,4,165,https://mir-s3-cdn-cf.behance.net/projects/404/b86d0c71805671.Y3JvcCwxMDgwLDg0NSw1OCww.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",238151633,benitoro,811,96056,10288,82
302,42373461,OPEL XT Concept 03.2016-07.2016,970,Industrial Design,21504,2102,55,1360,https://mir-s3-cdn-cf.behance.net/projects/404/6152dd42373461.Y3JvcCw4NTksNjczLDQzNyww.jpg,"[{'r': 8, 'g': 20, 'b': 47}]",6505349,Gary-Guo,4117,83302,6361,33
303,14855139,Latch stool,1890,Industrial Design,15486,2097,76,877,https://mir-s3-cdn-cf.behance.net/projects/404/14855139.5488bc806d956.jpg,"[{'r': 204, 'g': 203, 'b': 203}]",2991505,christianjuhl,1452,31144,3468,0
304,45184787,NYT Magazine,898,Graphic Design,26269,2093,60,579,https://mir-s3-cdn-cf.behance.net/projects/404/30f79245184787.Y3JvcCwxNDAzLDEwOTgsMCwzOA.png,"[{'r': 240, 'g': 242, 'b': 246}]",460575,stevemikechris,1409,124861,5092,0
305,46132227,Kettle Flask Design - For Freelance please contact,874,Branding,11843,2090,22,200,https://mir-s3-cdn-cf.behance.net/projects/404/05a81e46132227.Y3JvcCwzMzAyLDI1ODUsMjY5LDA.jpg,"[{'r': 255, 'g': 237, 'b': 0}]",30469673,CpingWK,722,46026,7514,32
306,32662139,Power Potion 3000 | PHILIPS,1209,Advertising,29046,2089,91,1203,https://mir-s3-cdn-cf.behance.net/projects/404/6a24a332662139.Y3JvcCwyNDAyLDE4NzgsODAyLDA.jpg,"[{'r': 218, 'g': 217, 'b': 221}]",4094667,_catherinewong,2793,72692,4850,0
307,56909339,nolii,588,Industrial Design,30750,2085,60,905,https://mir-s3-cdn-cf.behance.net/projects/404/d9829456909339.Y3JvcCw4MTAsNjM0LDAsMA.jpg,"[{'r': 124, 'g': 118, 'b': 111}]",29570385,Layer_Design,10256,362252,23625,1
308,34288773,Curious,1163,Industrial Design,26265,2083,67,723,https://mir-s3-cdn-cf.behance.net/projects/404/433d1e34288773.Y3JvcCw4NTUsNjY5LDQ0LDIyMg.jpg,"[{'r': 42, 'g': 42, 'b': 42}]",4272231,kyuminha,5203,156931,14988,314
309,38298577,Sketchbook 2016,1053,Architecture,20197,2083,60,1299,https://mir-s3-cdn-cf.behance.net/projects/404/89f2ed38298577.Y3JvcCwxMDI1LDgwMiw4OCww.jpg,"[{'r': 233, 'g': 228, 'b': 228}]",743013,ReidSchlegel,7915,163181,12690,15
310,36822943,Whyd,1091,Industrial Design,25816,2079,85,2310,https://mir-s3-cdn-cf.behance.net/projects/404/9b945836822943.Y3JvcCw1OTQsNDY1LDMwNCwxMzY.jpg,"[{'r': 173, 'g': 171, 'b': 179}]",363377,arthurkenzo,18123,230585,16309,3
311,28036003,MOOD - For music,1381,Fashion,40318,2077,64,433,https://mir-s3-cdn-cf.behance.net/projects/404/53afd428036003.Y3JvcCwxMzM0LDEwNDQsMzE4LDI5.png,"[{'r': 255, 'g': 255, 'b': 255}]",5314205,benceagoston,476,44187,2282,13
312,41193595,Chery FV2030,1005,Industrial Design,21984,2075,58,873,https://mir-s3-cdn-cf.behance.net/projects/404/1e327341193595.Y3JvcCwxMjgyLDEwMDQsNzIsMA.jpg,"[{'r': 28, 'g': 21, 'b': 19}]",41318075,alanderosier,3793,85398,9009,13
313,22093485,ASIG - nohero/nosky Concentric D. Wrist Watch,1597,Industrial Design,61086,2074,44,589,https://mir-s3-cdn-cf.behance.net/projects/404/27189522093485.597e72e8aac2e.jpg,"[{'r': 245, 'g': 244, 'b': 244}]",1299087,Row0,2432,152659,8551,160
314,162763,I'm not a radio too!,3775,Industrial Design,32101,2066,81,1098,https://mir-s3-cdn-cf.behance.net/projects/404/e93a1f162763.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 10, 'g': 8, 'b': 6}]",59119,mgozetlik,39732,1209255,74730,15
315,47182091,Sketches 2017 (Part 1),839,Industrial Design,17280,2060,56,985,https://mir-s3-cdn-cf.behance.net/projects/404/de9e7d47182091.Y3JvcCwxMDgyLDg0NywwLDEz.jpg,"[{'r': 239, 'g': 242, 'b': 244}]",2998369,mariuskindler,8052,163102,16835,95
316,7544963,Captain America | Parasite Design by Daniel Simon,2242,Automotive Design,27591,2060,54,2491,https://mir-s3-cdn-cf.behance.net/projects/404/7544963.54727e9bbee8b.jpg,"[{'r': 41, 'g': 41, 'b': 58}]",2334457,danielsimonstudio,15688,188855,12970,20
317,10756063,079 - Straight Razor Ruler,2064,Creative Direction,32268,2059,92,782,https://mir-s3-cdn-cf.behance.net/projects/404/10756063.54806f802340f.jpg,"[{'r': 208, 'g': 199, 'b': 179}]",56117,Hydro74,48798,2053362,128333,14
318,28448639,Emotion,1359,Industrial Design,25109,2055,72,716,https://mir-s3-cdn-cf.behance.net/projects/404/dc280128448639.Y3JvcCwxNTUwLDEyMTIsNTA2LDMyNg.jpg,"[{'r': 235, 'g': 235, 'b': 235}]",2725075,jaeyong,3493,115218,10020,274
319,30832795,Alfa Romeo Trionfo,1277,Automotive Design,18509,2055,53,726,https://mir-s3-cdn-cf.behance.net/projects/404/d5087b30832795.Y3JvcCwxMjQxLDk3MSwyNyww.jpg,"[{'r': 0, 'g': 178, 'b': 255}]",20479125,SebastianoCiarcia,1968,40464,5570,37
320,35049051,Disney camera for Shy kids,1142,Art Direction,16925,2055,116,710,https://mir-s3-cdn-cf.behance.net/projects/404/97e84735049051.Y3JvcCwxMTQwLDg5MiwyMjIsMA.jpeg,"[{'r': 181, 'g': 217, 'b': 215}]",17323583,soomok,1069,32019,3091,74
321,73546257,bursa hotel,142,Architecture,23942,2055,82,724,https://mir-s3-cdn-cf.behance.net/projects/404/a4a6d973546257.Y3JvcCwyMzI2LDE4MTksNTcsMzM5.jpg,"[{'r': 77, 'g': 64, 'b': 50}]",1300249,balbek,13482,469488,38242,48
322,22263233,Quinque for Sharehouse,1141,Industrial Design,21536,2055,51,713,https://mir-s3-cdn-cf.behance.net/projects/404/5873aa22263233.Y3JvcCw4MzAsNjQ5LDI2LDIwOQ.jpg,"[{'r': 194, 'g': 186, 'b': 175}]",4272231,kyuminha,5203,156931,14988,314
323,440146,INFINITY BATH,3346,Industrial Design,37287,2037,158,3091,https://mir-s3-cdn-cf.behance.net/projects/404/65b53f440146.Y3JvcCw5MzksNzM0LDAsMA.jpg,"[{'r': 253, 'g': 253, 'b': 253}]",95919,MukomelovStudio,21546,240419,14198,400
324,49163021,barry - A Touch Bar for Creative Minds,767,Industrial Design,16866,2036,159,486,https://mir-s3-cdn-cf.behance.net/projects/404/5d98b049163021.Y3JvcCwxMjEyLDk0OCwwLDA.jpg,"[{'r': 252, 'g': 253, 'b': 253}]",41165149,alexpluda8447,2294,88592,9599,104
325,51084305,FUJI Lounge Seating,758,Industrial Design,14542,2033,52,356,https://mir-s3-cdn-cf.behance.net/projects/404/fcd17d51084305.Y3JvcCwyODgyLDIyNTYsMTQsMA.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",15700941,SimoneAlborghetti,1191,56791,6783,6
326,26470055,Rolls Royce,1439,Automotive Design,11808,2032,59,649,https://mir-s3-cdn-cf.behance.net/projects/404/ca83e726470055.55e7e71e46e49.jpg,"[{'r': 20, 'g': 28, 'b': 27}]",1464727,khaled-alkayed,6912,152505,21639,266
327,46039825,* WACOM * Exhibition stand *,876,Industrial Design,31278,2031,51,1325,https://mir-s3-cdn-cf.behance.net/projects/404/4efcf946039825.Y3JvcCwxMDgzLDg0NywyMjksMjY.jpg,"[{'r': 16, 'g': 18, 'b': 19}]",4408131,romangeviuk,5517,154293,8452,65
328,8293479,Jasmin Forrester,2199,Branding,41812,2029,102,553,https://mir-s3-cdn-cf.behance.net/projects/404/8293479.54768ced3edc3.jpg,"[{'r': 95, 'g': 39, 'b': 17}]",72896,MisterOnuff,5672,327541,20785,806
329,54640677,O4 interior project,410,Automotive Design,19156,2020,58,1186,https://mir-s3-cdn-cf.behance.net/projects/404/0d966a54640677.Y3JvcCwxMjQ5LDk3Nyw4MCwxNjM4.jpg,"[{'r': 20, 'g': 0, 'b': 44}]",7634043,RomaZenin,2973,51472,5060,16
330,9085849,LUNAIRE (for FontanaArte),2158,Furniture Design,34499,2020,70,3176,https://mir-s3-cdn-cf.behance.net/projects/404/9085849.547aa818dc451.jpg,"[{'r': 237, 'g': 234, 'b': 237}]",782001,FerreolBabin,12870,113230,8184,1
331,10260809,nThree,2060,Automotive Design,28622,2017,69,287,https://mir-s3-cdn-cf.behance.net/projects/404/10260809.547fbf5888f81.jpg,"[{'r': 255, 'g': 248, 'b': 237}]",119227,Skyrill,3566,388128,25007,268
332,56542657,ELK Samsung Tv Stand,600,Industrial Design,17499,2017,101,884,https://mir-s3-cdn-cf.behance.net/projects/404/226b4b56542657.Y3JvcCwyODgyLDIyNTYsMTIyNCww.jpg,"[{'r': 39, 'g': 38, 'b': 40}]",72071403,designmetafora,3342,66531,7622,12
333,68520217,ADIDAS DAY ONE _ CAMERA BACKPACK,274,Industrial Design,29521,2013,70,846,https://mir-s3-cdn-cf.behance.net/projects/404/194bdb68520217.5b772a5dbadf6.jpg,"[{'r': 52, 'g': 51, 'b': 52}]",123969,aurelienlongo,5158,188981,12264,8
334,57309663,Orchid earrings work in progress.,576,Jewelry Design,2320,2013,0,8,https://mir-s3-cdn-cf.behance.net/projects/404/8298e157309663.Y3JvcCw4ODUsNjkzLDI1OCww.jpg,"[{'r': 133, 'g': 133, 'b': 133}]",64220485,Erik-Tadevosyan,822,242605,189559,25
335,65311905,PAL - Cassette player,357,Industrial Design,20282,2010,65,541,https://mir-s3-cdn-cf.behance.net/projects/404/e01d6865311905.Y3JvcCwxMjE0LDk0OSw5Myww.jpg,"[{'r': 255, 'g': 255, 'b': 255}]",57009903,de-code131c,1860,66252,6904,64
336,17826347,L U N Λ R_Crater Cultural Center,1774,Architecture,9152,2009,33,171,https://mir-s3-cdn-cf.behance.net/projects/404/dd7c5417826347.551032b4d97fd.jpg,"[{'r': 3, 'g': 3, 'b': 3}]",3991167,keremcankirilmaz,5738,250010,67084,636
337,2468983,SEKTCH P*RN I 2011 - 2014,2730,Automotive Design,24842,2008,98,443,https://mir-s3-cdn-cf.behance.net/projects/404/2468983.5455a0981e375.jpg,"[{'r': 216, 'g': 216, 'b': 217}]",164146,LakicNjegos,3178,223096,14404,39
338,57583435,Fan Tone,422,Industrial Design,19850,2006,72,673,https://mir-s3-cdn-cf.behance.net/projects/404/d4807f57583435.Y3JvcCwxMDA3LDc4OCwxOTcsMA.jpg,"[{'r': 10, 'g': 46, 'b': 42}]",51924157,dlgywjd702,2779,88780,8275,128
339,11125909,JOT SCRIPT,2042,Engineering,70106,2003,54,309,https://mir-s3-cdn-cf.behance.net/projects/404/11125909.5480f2dd6704c.jpg,"[{'r': 246, 'g': 246, 'b': 246}]",3602951,Adonit,416,87997,2693,5
340,28065391,Havaianas Clay,1380,Cartooning,12720,1998,71,715,https://mir-s3-cdn-cf.behance.net/projects/404/72a14228065391.55ad4bbe56d91.jpg,"[{'r': 202, 'g': 59, 'b': 51}]",9610299,gelmi,8253,185719,23042,15
341,30343491,CUP MULLED WINE,1290,Graphic Design,17175,1996,92,426,https://mir-s3-cdn-cf.behance.net/projects/404/d5f44130343491.562660349db74.jpg,"[{'r': 232, 'g': 232, 'b': 232}]",1023937,bolimond,20059,988627,93783,1699
342,70191423,Adamantem | Chair Concept,227,Product Design,16799,1994,98,721,https://mir-s3-cdn-cf.behance.net/projects/404/743b2770191423.Y3JvcCwxMDIyLDc5OSw5Niw0NjA.jpg,"[{'r': 179, 'g': 164, 'b': 155}]",6539399,Skog,3895,100891,10772,330
343,66096601,Ash - Desk,338,Industrial Design,17540,1981,75,614,https://mir-s3-cdn-cf.behance.net/projects/404/7e1d3166096601.Y3JvcCwyMDUwLDE2MDUsMCww.jpg,"[{'r': 108, 'g': 106, 'b': 104}]",11289657,Pavel_Vetrov,12087,411446,38992,764
344,25897757,Blow,1458,Industrial Design,28020,1979,58,692,https://mir-s3-cdn-cf.behance.net/projects/404/019b0d25897757.Y3JvcCwzMjAxLDI1MDUsNDAzLDk0.jpg,"[{'r': 230, 'g': 200, 'b': 181}]",10803147,seungwookim,11194,389807,31998,527
345,49291561,Amphi.,770,Industrial Design,20942,1979,102,684,https://mir-s3-cdn-cf.behance.net/projects/404/bda26d49291561.Y3JvcCwxNjgwLDEzMTQsMCw0MjQ.jpg,"[{'r': 239, 'g': 236, 'b': 240}]",4475863,NYUN,2748,83224,7941,193
346,56589465,NoVa 6,598,Industrial Design,15979,1975,85,685,https://mir-s3-cdn-cf.behance.net/projects/404/a5483656589465.Y3JvcCw4MTAsNjMzLDAsMA.jpg,"[{'r': 212, 'g': 211, 'b': 205}]",24015455,Avenir_Project,783,19812,2257,28
347,6579685,C-Thru; Smoke Diving Helmet,2303,Industrial Design,45219,1969,69,907,https://mir-s3-cdn-cf.behance.net/projects/404/6579685.546d506695259.jpg,"[{'r': 21, 'g': 19, 'b': 19}]",103343,omerhaciomeroglu,1518,68032,3292,20
348,658290,I'm not a doctor!,3174,Art Direction,34268,1967,61,1045,https://mir-s3-cdn-cf.behance.net/projects/404/2f342e658290.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 4, 'g': 2, 'b': 2}]",59119,mgozetlik,39732,1209255,74730,15
349,54737947,Frameless House Pt. lll,657,Architecture,23822,1962,41,935,https://mir-s3-cdn-cf.behance.net/projects/404/640acf54737947.Y3JvcCwxMDA4LDc4OSwxOTYsMA.png,"[{'r': 11, 'g': 8, 'b': 5}]",13380855,MarioStoica,7002,152137,14678,21
350,67158505,The Ciao Piggy Bank,310,Industrial Design,13475,1959,59,594,https://mir-s3-cdn-cf.behance.net/projects/404/ca3b4a67158505.5b45b15a095ea.jpg,"[{'r': 248, 'g': 248, 'b': 248}]",1326181,Riccardocambo,735,25372,2420,44
351,22751107,NESSIE / Ladle,1567,Industrial Design,12806,1958,139,574,https://mir-s3-cdn-cf.behance.net/projects/404/d08fba22751107.Y3JvcCw4NDcsNjYzLDI3LDA.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",720812,jennye589,2103,70841,7163,64
352,30344171,Ohhio. Super chunky knits.,1294,Product Design,20593,1949,71,694,https://mir-s3-cdn-cf.behance.net/projects/404/18c42030344171.561e965be105b.jpg,"[{'r': 174, 'g': 174, 'b': 173}]",99997,marinenko,3553,110638,9973,120
353,2826161,See,2669,Industrial Design,13811,1942,16,290,https://mir-s3-cdn-cf.behance.net/projects/404/2826161.54593ed7c06d0.png,"[{'r': 253, 'g': 253, 'b': 253}]",214863,ddm,4408,289479,29436,62
354,36284233,THRU - Writing Desk,1106,Engineering,17224,1941,52,842,https://mir-s3-cdn-cf.behance.net/projects/404/891f0536284233.Y3JvcCwzNDU2LDI3MDAsMCwxNjIy.jpg,"[{'r': 206, 'g': 155, 'b': 96}]",3760501,galano,2580,65060,5944,28
355,33508915,Letter Magazine Mockup - PSD Download,1185,Branding,43078,1938,7,311,https://mir-s3-cdn-cf.behance.net/projects/404/664e9733508915.Y3JvcCw0NjEsMzYxLDY4LDM5.jpg,"[{'r': 212, 'g': 212, 'b': 212}]",136967,blugraphic,29735,3702078,184925,508
356,10819909,Capa Roja [RED CAPE],2022,Crafts,16541,1932,93,870,https://mir-s3-cdn-cf.behance.net/projects/404/10819909.548085efaf9a1.jpg,"[{'r': 230, 'g': 229, 'b': 235}]",2795739,cazapapeles,1221,27157,2709,6
357,30252941,Carl Zeiss Meditec | Retinal Camera,1294,Industrial Design,22307,1927,64,981,https://mir-s3-cdn-cf.behance.net/projects/404/8891cc30252941.Y3JvcCw0MDUsMzE3LDAsMA.jpg,"[{'r': 243, 'g': 243, 'b': 243}]",771447,alexandreavranches,1929,56554,3787,20
358,11206503,Don't cry over spilt milk,2038,Furniture Design,22164,1922,91,602,https://mir-s3-cdn-cf.behance.net/projects/404/11206503.54810fdb8d75b.jpg,"[{'r': 225, 'g': 222, 'b': 219}]",545814,lenkaczereova,1203,44039,3839,18
359,43696785,L J U D,934,Industrial Design,21125,1921,162,1155,https://mir-s3-cdn-cf.behance.net/projects/404/bd6b5543696785.5a2eb5f7d9f45.jpg,"[{'r': 211, 'g': 211, 'b': 211}]",1933457,fuldendehneli,2310,51023,3841,456
360,68840749,Hammer with Collated Nail Dispenser,265,Industrial Design,39929,1920,39,530,https://mir-s3-cdn-cf.behance.net/projects/404/6df87268840749.Y3JvcCwxMzE4LDEwMzEsMCww.jpg,"[{'r': 252, 'g': 252, 'b': 253}]",5342839,MichaelYoung1,790,49916,2859,590
361,26806493,Milk bottle concept,1425,Art Direction,17998,1918,87,338,https://mir-s3-cdn-cf.behance.net/projects/404/2dffa726806493.557c3c5a0e3e3.jpg,"[{'r': 182, 'g': 202, 'b': 216}]",480869,dimoskokos,3195,188102,18096,166
362,50704317,LEELA Lamp,766,Industrial Design,14466,1913,88,470,https://mir-s3-cdn-cf.behance.net/projects/404/3e2a0150704317.Y3JvcCwyODgyLDIyNTYsMTQsMA.jpg,"[{'r': 238, 'g': 238, 'b': 238}]",9773655,Pedu,1616,61602,6573,122
363,27465067,NIVEA - Milkbar,1282,Graphic Design,21209,1910,74,399,https://mir-s3-cdn-cf.behance.net/projects/404/3bc3e227465067.Y3JvcCwxNDQxLDExMjcsMTU1LDA.png,"[{'r': 233, 'g': 240, 'b': 241}]",7988669,paulinaresendiz,746,42979,3565,1
364,41088239,FAT lamp,1003,Industrial Design,15734,1902,80,406,https://mir-s3-cdn-cf.behance.net/projects/404/f1375a41088239.Y3JvcCw0MzIsMzM4LDM5MiwxNTc.jpg,"[{'r': 22, 'g': 22, 'b': 22}]",1023937,bolimond,20059,988627,93783,1699
365,57933143,Instrumentum.,547,Industrial Design,18927,1901,69,866,https://mir-s3-cdn-cf.behance.net/projects/404/c80d4857933143.Y3JvcCw5MDIsNzA2LDI0NywzMw.jpg,"[{'r': 236, 'g': 236, 'b': 236}]",12479629,AbidurChowdhury,7437,188807,16318,73
366,59705063,Exeo 2.0 - Design Revision,505,Industrial Design,19806,1899,70,889,https://mir-s3-cdn-cf.behance.net/projects/404/97e56c59705063.Y3JvcCw4NjUsNjc3LDE5OCww.jpg,"[{'r': 33, 'g': 33, 'b': 33}]",11431675,sushantvohra,3142,76647,6710,244
367,28884315,SO8 Pendant Lamp,1349,Industrial Design,23268,1898,39,786,https://mir-s3-cdn-cf.behance.net/projects/404/cd64f628884315.Y3JvcCwxMTk1LDkzNSw0Nyww.jpg,"[{'r': 209, 'g': 216, 'b': 216}]",1218913,fild,7127,211670,17199,4
368,43525743,DSLRUOK?,932,Industrial Design,19738,1897,69,703,https://mir-s3-cdn-cf.behance.net/projects/404/37a6ee43525743.58014cdb611c9.jpeg,"[{'r': 48, 'g': 48, 'b': 48}]",557605,speckofdustin,4491,246542,12107,21
369,2911663,Beast,2660,Digital Art,13833,1893,108,497,https://mir-s3-cdn-cf.behance.net/projects/404/58c1212911663.55946362c14cd.jpg,"[{'r': 18, 'g': 23, 'b': 41}]",158872,AleksCG,27106,788645,103146,55
370,44935135,DR-II,903,Industrial Design,22483,1892,55,661,https://mir-s3-cdn-cf.behance.net/projects/404/105cd544935135.Y3JvcCw4ODEsNjg5LDYwLDUw.jpg,"[{'r': 1, 'g': 1, 'b': 1}]",10803147,seungwookim,11194,389807,31998,527
371,48814247,"Salamp, conception",806,Industrial Design,19790,1890,42,650,https://mir-s3-cdn-cf.behance.net/projects/404/125e2a48814247.Y3JvcCwxMjg3LDEwMDcsNTcsMA.jpg,"[{'r': 45, 'g': 44, 'b': 46}]",53584587,Ihor-havrylenko,3827,119787,11113,130
372,27437077,Strongboards by Petrick,1338,Art Direction,12176,1889,200,430,https://mir-s3-cdn-cf.behance.net/projects/404/49fa9727437077.Y3JvcCw0MDQsMzE2LDAsMA.jpg,"[{'r': 8, 'g': 7, 'b': 7}]",183118,mishapetrick,38246,1314220,167697,2122
373,17054593,"KTM X2 HYBRID, SNOWMOBILE + ATV",1804,Automotive Design,70283,1888,61,742,https://mir-s3-cdn-cf.behance.net/projects/404/b9633717054593.562008679d1c3.jpg,"[{'r': 28, 'g': 43, 'b': 92}]",205863,anssimustonen,1449,104802,3683,12
374,25272135,Industrial Design Portfolio 2016/17,1480,Automotive Design,59219,1890,25,1093,https://mir-s3-cdn-cf.behance.net/projects/404/bd9a6925272135.Y3JvcCwxMjAyLDk0MSwwLDgz.jpg,"[{'r': 239, 'g': 238, 'b': 238}]",2298221,wolfchristina,2148,122254,3711,4
375,63935831,TREVISAN office,394,Architecture,24863,1888,24,796,https://mir-s3-cdn-cf.behance.net/projects/404/8148fd63935831.Y3JvcCwzMjgxLDI1NjgsODksMA.jpg,"[{'r': 199, 'g': 190, 'b': 186}]",5485337,DA-bureau,16439,480175,38947,9
376,14800779,"""16th"" apartment",1892,Architecture,25660,1887,77,665,https://mir-s3-cdn-cf.behance.net/projects/404/14800779.5488a84f9fcbc.jpg,"[{'r': 158, 'g': 147, 'b': 148}]",1300249,balbek,13482,469488,38242,48
377,54117763,"4CITY space in Odessa, Ukraine",676,Architecture,28040,1886,37,664,https://mir-s3-cdn-cf.behance.net/projects/404/7e912754117763.Y3JvcCw1NDU3LDQyNzEsMCw3Mjc.jpg,"[{'r': 223, 'g': 225, 'b': 222}]",1300249,balbek,13482,469488,38242,48
378,282818,I'm not a security camera!,3550,Product Design,29302,1882,88,1000,https://mir-s3-cdn-cf.behance.net/projects/404/1f679f282818.Y3JvcCw4MDgsNjMyLDAsMA.jpg,"[{'r': 0, 'g': 0, 'b': 0}]",59119,mgozetlik,39732,1209255,74730,15
379,29946903,Sketches Part 3,1309,Automotive Design,22617,1882,49,769,https://mir-s3-cdn-cf.behance.net/projects/404/ff404029946903.Y3JvcCw0MDQsMzE2LDAsMA.jpg,"[{'r': 245, 'g': 247, 'b': 249}]",4302823,smartyom,10838,330235,26491,198
380,15675781,An Architects Manifesto,1859,Architecture,61790,1881,38,1085,https://mir-s3-cdn-cf.behance.net/projects/404/15675781.5489e7f460887.jpg,"[{'r': 254, 'g': 254, 'b': 254}]",1339219,Anique,7035,305865,12186,76
381,16308397,Lytro Illum,1834,Industrial Design,23532,1881,54,912,https://mir-s3-cdn-cf.behance.net/projects/404/16308397.54b11aa07992c.jpg,"[{'r': 49, 'g': 49, 'b': 49}]",76255,Timothy,3865,127493,7967,16
382,15327849,URBAN CAGE,1872,Fashion,30610,1878,55,1111,https://mir-s3-cdn-cf.behance.net/projects/404/15327849.548968c7bad80.jpg,"[{'r': 69, 'g': 186, 'b': 210}]",1476249,changchieh0123,3051,98203,5153,3
383,32736673,FREE PSD Mockup - Adidas Superstar,1207,Graphic Design,29093,1878,41,378,https://mir-s3-cdn-cf.behance.net/projects/404/1d631732736673.Y3JvcCw4MDAsNjI1LDAsMA.png,"[{'r': 0, 'g': 102, 'b': 255}]",781629,luiscarlosq,481,41138,2388,9
384,13452805,Vale,1911,Industrial Design,23727,1875,55,909,https://mir-s3-cdn-cf.behance.net/projects/404/13452805.54841c96a19a0.jpg,"[{'r': 0, 'g': 253, 'b': 255}]",76255,Timothy,3865,127493,7967,16
385,54953071,Ceramic Wood & Glass,650,Crafts,28484,1874,54,594,https://mir-s3-cdn-cf.behance.net/projects/404/492f5554953071.Y3JvcCwzNTMyLDI3NjQsNDg4LDA.jpg,"[{'r': 244, 'g': 245, 'b': 240}]",40126495,bkidstudio,13855,574633,43669,5
386,62485159,Img,401,Industrial Design,17411,1874,60,854,https://mir-s3-cdn-cf.behance.net/projects/404/98979262485159.Y3JvcCwxODQ1LDE0NDQsMzIzLDA.jpg,"[{'r': 41, 'g': 82, 'b': 7}]",12479629,AbidurChowdhury,7437,188807,16318,73
387,9120093,CARNAVAL CHAIR,2156,Furniture Design,23293,1874,78,746,https://mir-s3-cdn-cf.behance.net/projects/404/9120093.547ad52b0893b.jpg,"[{'r': 235, 'g': 235, 'b': 234}]",1166303,lanariguido,1304,52709,3273,20
388,517395,Bottles by Mister Onüff,3255,Illustration,31662,1873,221,511,https://mir-s3-cdn-cf.behance.net/projects/404/517395.543ed2e62009b.jpg,"[{'r': 240, 'g': 241, 'b': 241}]",72896,MisterOnuff,5672,327541,20785,806
389,25535447,NIKE-HOOP,1471,Graphic Design,11833,1864,83,815,https://mir-s3-cdn-cf.behance.net/projects/404/3fbda825535447.553671344c8b1.jpg,"[{'r': 254, 'g': 247, 'b': 216}]",1240201,hellorishane,20903,464581,47757,8
390,28121259,Robust,1378,Industrial Design,21409,1864,52,652,https://mir-s3-cdn-cf.behance.net/projects/404/a9587f28121259.Y3JvcCwxMTE2LDg3MywxNjUsMA.jpg,"[{'r': 35, 'g': 34, 'b': 36}]",10803147,seungwookim,11194,389807,31998,527
391,42318711,Product Illustrations,901,Illustration,16907,1864,33,849,https://mir-s3-cdn-cf.behance.net/projects/404/48fc6942318711.Y3JvcCwxODc4LDE0NzAsMzk0LDI1NQ.jpeg,"[{'r': 199, 'g': 186, 'b': 170}]",12479629,AbidurChowdhury,7437,188807,16318,73
392,45252817,Car rendering!,897,Industrial Design,20044,1859,47,1313,https://mir-s3-cdn-cf.behance.net/projects/404/10d3f245252817.5ae4dd3560a26.jpg,"[{'r': 36, 'g': 32, 'b': 43}]",11695925,farzinnima6870,2432,41087,3442,8
393,18655835,Transformable Antarctic Research Facility,1738,Architecture,25137,1856,85,1237,https://mir-s3-cdn-cf.behance.net/projects/404/18655835.548e414fbd9d9.jpg,"[{'r': 102, 'g': 109, 'b': 156}]",4372311,Sergiu_Radu_Pop,2354,53459,3530,5
